﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0i0wnv9UoFdZ5MfuFGQzMy","Last Hurrah","Bebe Rexha","Last Hurrah","1","1","150333","spotify:user:12166530781","2019-10-08T17:16:06Z"
"spotify:track:6zQq3TrWnilO8SR1fgvTeD","Strange Love","Halsey","BADLANDS (Deluxe)","1","10","247282","spotify:user:12166530781","2019-10-08T15:27:56Z"
"spotify:track:5A6BJLZArq1MPjsnmcuk5f","Lights Down Low","MAX","Hell's Kitchen Angel","1","5","223846","spotify:user:12166530781","2019-10-08T15:26:30Z"
"spotify:track:507tQXutCPYNFkpOq8tmKF","Don't Worry Bout Me","Zara Larsson","Don't Worry Bout Me","1","1","208811","spotify:user:12166530781","2019-10-08T15:22:32Z"
"spotify:track:2tOOcDDYkh0PSjr6GwPEAJ","Love Me Less (feat. Quinn XCII)","MAX, Quinn XCII","Love Me Less (feat. Quinn XCII)","1","1","177669","spotify:user:12166530781","2019-10-08T15:18:53Z"
"spotify:track:0TMGV2zMZXOILVtQLtkI3G","What Am I","Why Don't We","Big Plans","1","2","184665","spotify:user:12166530781","2019-09-16T13:43:36Z"
"spotify:track:1xUZ6CgfpXspcQuEIOhf2v","Do It All for You","Alan Walker, Trevor Guthrie","Different World","1","6","174560","spotify:user:12166530781","2019-03-22T18:18:32Z"
