id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
1KXFoiT2n4QXRsFvhWNI4I,0.649,0.693,238173,0.41600000000000000,1.62E-06,0,0.0631,-9.231,0,0.0494,127.027,4,0.235,9,94.0,2018,1
6mORGLOz79w6VsCRLWYYuK,0.9690000000000000,0.44300000000000000,208212,0.369,0.27700000000000000,9,0.638,-9.514,1,0.0441,174.107,3,0.0989,79,75.0,2018,1
0UTHr20nqVFMoji8xYE9yl,0.875,0.465,212773,0.311,0.0,2,0.0986,-11.748,0,0.0352,93.37300000000000,4,0.311,10,94.0,2018,1
17FyWGvqby379Q92sn23jW,0.193,0.877,204693,0.688,0.0,1,0.0872,-7.254,1,0.11,131.02200000000000,4,0.9210000000000000,8,94.0,2018,1
5vnuJ8EopkP5dHukpOmT3L,0.0064,0.6780000000000000,153267,0.636,8.38E-06,1,0.177,-3.155,1,0.0782,83.071,4,0.0636,59,86.0,2018,1
52eYVUkFTOVozbVFIaFrnV,0.139,0.534,208373,0.7830000000000000,0.0,1,0.0831,-4.013,1,0.261,69.71600000000000,4,0.33400000000000000,64,88.0,2018,1
6ImrWnhjEOw5re3cGLMIHJ,0.325,0.433,167813,0.85,0.0,10,0.35600000000000000,-5.79,0,0.41600000000000000,159.95600000000000,4,0.58,60,88.0,2018,1
6752EZMgXswvRBH3N2PilO,0.174,0.649,219683,0.895,1.95E-06,0,0.095,-1.358,1,0.0394,174.074,4,0.664,12,98.0,2018,1
57q6BgYP4gN6hPQViCB3um,0.13700000000000000,0.655,140133,0.8690000000000000,2.36E-05,1,0.312,-4.344000000000000,0,0.212,135.763,4,0.0815,59,88.0,2018,1
03vyB3AHCuEGfhh7wPc7Yf,0.792,0.49,169587,0.473,0.0,5,0.113,-8.887,1,0.129,171.535,4,0.603,8,94.0,2018,1
4DnHUy01jEA4b5ydC3HgsT,0.00573,0.5820000000000000,207977,0.9440000000000000,1.27E-06,2,0.547,-0.9280000000000000,0,0.185,143.97,4,0.8,66,78.0,2018,1
3qnoOm4fwZPBS116f5hpgF,0.125,0.925,145507,0.308,0.0,11,0.0933,-6.562,0,0.33800000000000000,122.09900000000000,4,0.265,12,95.0,2018,1
2r4JRwcbIeuAzWjH4YXlLs,0.145,0.6760000000000000,188773,0.777,0.0,1,0.228,-3.241,0,0.35700000000000000,173.93100000000000,4,0.226,10,95.0,2018,1
6Bg7MznA9X0dIhlAsLyBYj,0.0954,0.5720000000000000,271387,0.5430000000000000,0.0,7,0.32900000000000000,-4.251,0,0.0287,83.36400000000000,4,0.32900000000000000,9,88.5,2018,1
3dG6tjetoR4GMmUGZUprLt,0.494,0.555,205547,0.433,0.0,3,0.313,-8.559,1,0.546,164.236,4,0.35200000000000000,5,88.5,2018,1
6EuE9M1viu9gkdFSafia9o,0.8220000000000000,0.742,274187,0.40700000000000000,0.0,2,0.0541,-6.938,1,0.426,116.064,4,0.39,3,95.0,2018,1
2VYb3Fb5iK5Y8HGZ8oEEkp,0.374,0.665,215320,0.41700000000000000,0.0,1,0.18600000000000000,-6.731,0,0.524,110.111,4,0.04,9,95.0,2018,1
6FRLCMO5TUHTexlWo8ym1W,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.44800000000000000,83,92.5,2018,1
1DdgqEZk4Hqfpl3drdXJun,0.039,0.64,123040,0.643,0.0,10,0.109,-2.4420000000000000,0,0.0625,80.025,4,0.335,3,95.0,2018,1
619pVMIK3WvX529JIkQTY3,3.12E-05,0.331,197672,0.784,0.0,11,0.4270000000000000,-5.002,1,0.0561,182.96400000000000,4,0.902,5,83.0,2018,1
7sFYVcKSb24qg0dAkqLEFj,0.222,0.826,151400,0.815,6.96E-05,9,0.0964,-4.773,1,0.0875,163.07300000000000,4,0.68,67,90.0,2018,1
43V1z6QToNNWNldV4FEG6r,0.0476,0.752,163216,0.764,9.44E-05,1,0.0543,-4.399,1,0.038,121.958,4,0.5820000000000000,16,76.0,2018,1
2Ab1wPTEqulaCGoBak1gUo,0.0131,0.6680000000000000,180304,0.526,0.0,5,0.147,-6.1740000000000000,0,0.0352,135.032,4,0.42,62,85.0,2018,1
5fGWdNGGnvKrrHL6U7c1Vp,0.14400000000000000,0.632,197933,0.807,0.0211,0,0.125,-5.893,1,0.126,160.174,4,0.784,55,74.5,2018,1
01k24g94i1JvkFLQmVEdCd,0.0615,0.647,189000,0.853,0.0,8,0.062,-4.516,1,0.0904,103.846,4,0.618,71,75.0,2018,1
3u1S1OmAUhx5DRlLrXqyp3,0.32300000000000000,0.69,194408,0.784,0.0,1,0.203,-4.6530000000000000,1,0.032,106.066,4,0.669,79,80.0,2018,1
6T8cJz5lAqGer9GUHGyelE,0.0283,0.755,198960,0.44800000000000000,3.28E-05,7,0.514,-9.587,1,0.107,77.179,4,0.318,18,98.0,2018,1
4RVbK6cV0VqWdpCDcx3hiT,0.33900000000000000,0.585,324674,0.597,0.0404,0,0.195,-7.499,1,0.037000000000000000,100.051,4,0.22700000000000000,76,70.0,2018,1
3aUFrxO1B8EW63QchEl3wX,0.126,0.58,165053,0.469,7.32E-05,0,0.099,-5.9460000000000000,0,0.10400000000000000,110.573,4,0.369,68,73.5,2018,1
6JyEh4kl9DLwmSAoNDRn5b,0.278,0.765,153351,0.542,1.87E-05,1,0.609,-6.755,1,0.39,171.945,4,0.7340000000000000,71,67.5,2018,1
7oHkit3F3vimtsBbnZkU0G,0.47200000000000000,0.7090000000000000,140527,0.7510000000000000,4.71E-06,6,0.182,-3.801,1,0.16,104.999,4,0.37,64,70.0,2018,1
7GRTrWsP3yo2Fx8umJfA1X,0.00457,0.33400000000000000,206605,0.81,0.0,9,0.158,-4.855,0,0.0632,151.643,4,0.306,63,80.0,2018,1
2I3dW2dCBZAJGj5X21E53k,0.113,0.841,245098,0.682,9.65E-05,2,0.131,-7.0070000000000000,1,0.0458,94.985,4,0.33800000000000000,65,62.0,2018,1
4kUZvXB3LC3an3HX6h0s17,0.401,0.7290000000000000,197001,0.504,1.44E-06,8,0.121,-6.784,0,0.0321,110.01100000000000,4,0.305,67,70.0,2018,1
7DrluKkTviBwCc8AV3VGmf,0.39,0.7660000000000000,231921,0.8220000000000000,3.37E-05,1,0.349,-4.126,0,0.16,165.842,4,0.8810000000000000,76,89.0,2018,1
1uJ7IQJdeAvmUDpIyZb0be,0.139,0.6510000000000000,183829,0.655,1.45E-06,2,0.10400000000000000,-6.652,1,0.373,78.665,4,0.39300000000000000,54,87.0,2018,1
447yWcDPg1ddgcHBLGpJC0,0.278,0.7830000000000000,222866,0.537,0.0,9,0.22900000000000000,-2.9210000000000000,1,0.0749,113.977,4,0.392,15,70.5,2018,1
2OvV4NjEBRE9v8Oo7QeUCq,0.25,0.654,207857,0.547,0.0,10,0.0961,-6.598,1,0.127,173.981,4,0.507,69,89.0,2018,1
1ZEm9cJC05rawV2tptNfTS,0.0551,0.589,189360,0.7140000000000000,0.00013000000000000000,7,0.131,-6.308,1,0.258,118.611,5,0.42,14,95.0,2018,1
0kHyKhJMukHEPfeh8s7rdM,0.3,0.688,193321,0.688,0.0,3,0.0982,-5.84,1,0.0357,114.01100000000000,4,0.451,77,89.5,2018,1
7b8YOVV5quZcSKEijDgyWB,0.0323,0.6710000000000000,209355,0.8590000000000000,0.0,4,0.267,-3.9220000000000000,0,0.0833,139.931,4,0.389,70,83.0,2018,1
5S1IUPueD0xE0vj4zU3nSf,0.247,0.888,225893,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,4,0.264,70,90.0,2018,1
1NbGcdgwRHZ5rbPIT9hdR3,0.00632,0.736,231847,0.7560000000000000,0.00577,11,0.106,-7.099,1,0.047,117.016,4,0.7120000000000000,14,90.0,2018,1
5TXDeTFVRVY7Cvt0Dw4vWW,0.782,0.746,120027,0.251,0.00203,11,0.106,-16.169,0,0.259,139.999,4,0.18,77,94.0,2018,1
2yZax79pOrYuyIFVW2cZY2,0.768,0.735,129720,0.19700000000000000,0.000276,3,0.29600000000000000,-13.378,0,0.537,147.899,4,0.38300000000000000,77,94.0,2018,1
003eoIwxETJujVWmNFMoZy,0.0822,0.353,193680,0.755,0.0,1,0.39,-6.276,0,0.733,191.153,4,0.4370000000000000,60,85.0,2018,1
2H3wWrnO758y0fPH7Ilerg,0.585,0.769,144733,0.156,0.015,11,0.102,-10.7,0,0.035,105.95,4,0.527,74,94.0,2018,1
2naEVOadudtXHwtZNfjMDM,0.0426,0.6,237077,0.96,0.0,4,0.0882,-1.807,1,0.095,109.863,4,0.503,67,83.0,2018,1
4P92FrvmYQSAfOpp4cpFEi,0.0848,0.375,185200,0.889,0.0,3,0.136,-3.7040000000000000,1,0.0991,199.669,4,0.8810000000000000,16,83.0,2018,1
0GxQ1A5L9xnMOytbP6eKBG,0.0788,0.799,199849,0.597,5.66E-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419,79,88.5,2018,1
1vi9adPJiD4d22ybGp25hy,0.0264,0.442,167908,0.71,0.0,7,0.618,-5.142,1,0.684,205.11600000000000,4,0.508,54,85.5,2018,1
5de9Ho64dovuQI8Uhn5gPD,0.843,0.433,87561,0.778,0.0,4,0.139,-7.681,1,0.041000000000000000,114.208,4,0.764,76,94.0,2018,1
19hh7DkfRBrpRGYfKlw7jb,0.0601,0.746,196628,0.767,1.07E-05,1,0.0859,-2.907,0,0.0374,94.007,4,0.773,69,87.0,2018,1
