,acousticness,artist_popularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,year,hit
329,0.0732,79.0,0.761,319760,0.426,1x4co3nrqL4kuiqYXh0nJk,0.0,8,0.133,-8.124,0,49,0.356,92.448,4,0.569,2001,0
330,0.129,85.0,0.456,252653,0.342,0uOWBM3wtPkcPWRZIX7tej,0.0,11,0.124,-8.162,0,6,0.0283,84.088,4,0.224,2014,0
331,0.73,37.0,0.73,125240,0.428,4LwdFPmc5LYY2qAmzi23pe,0.127,4,0.0979,-9.893,0,43,0.174,93.82,4,0.571,2011,0
332,0.168,72.0,0.66,263040,0.816,4aWn4NHlELpOehxsBaQeoe,0.0181,2,0.0608,-6.61,1,59,0.0299,111.346,4,0.678,1985,0
333,0.189,39.0,0.638,47240,0.879,0gG4SZ5weal3dd11pf5SzV,2.73e-06,7,0.0788,-3.839,1,44,0.245,164.786,4,0.881,2009,0
334,0.00174,65.0,0.588,209280,0.751,4dTVgHZFPlaq9nPbLVVLSG,6.57e-05,0,0.353,-7.588,1,61,0.0328,136.979,4,0.52,2013,0
335,0.149,81.0,0.464,230613,0.598,2JpUkUR0OsOlUUfm6iS8ic,0.0,1,0.299,-6.79,1,62,0.27,79.732,4,0.612,2006,0
336,0.0879,73.0,0.776,187653,0.601,3SHauocJxTUGDFhcgPA1v1,0.000305,11,0.353,-6.041,0,55,0.0487,82.481,4,0.416,2018,0
337,0.000181,60.0,0.539,180554,0.949,6lI60Z5UEtARdwQfdBYjuD,2.38e-05,5,0.746,-4.23,0,59,0.0711,103.448,4,0.747,2016,0
338,0.238,81.0,0.787,208653,0.655,6shRGWCtBUOPFLFTTqXZIC,0.000171,6,0.138,-8.339,0,67,0.0431,102.485,4,0.65,2006,0
339,0.551,87.5,0.667,199533,0.622,7wlUU1sJ9Md89P1xgLyUGV,0.0,5,0.473,-5.294,1,52,0.0826,76.471,4,0.611,2014,0
340,0.00206,21.0,0.528,228626,0.785,7mI7673zp16u3bDHqIe3vD,0.907,6,0.105,-6.75,1,34,0.0285,89.992,4,0.329,2019,0
341,0.0511,90.5,0.464,221492,0.547,0Odu228D0yGcFySGuxU4rY,0.0,7,0.155,-8.137,0,77,0.339,67.003,4,0.423,2019,0
342,0.297,73.0,0.845,157253,0.667,43DC4xda0mFek23gGgMUz2,1.44e-06,3,0.152,-5.543,0,64,0.0799,92.979,4,0.929,2019,0
343,0.996,62.0,0.398,142333,0.00209,6B0ZlLf0p2s1Lwt3ivAXKy,0.955,0,0.0813,-39.959,1,64,0.0444,71.461,4,0.0971,2019,0
344,0.000162,45.0,0.477,158333,0.97,7hUhxfXJhLs6J9xJGT6zZz,0.0,7,0.265,-3.166,1,41,0.0602,92.42,4,0.306,2019,0
345,0.978,55.0,0.401,672520,0.0236,2wOlZrHUpRP9hQbqbV9Ae5,0.579,6,0.102,-18.749,0,59,0.035,110.519,4,0.163,2019,0
346,0.0248,54.5,0.814,225173,0.387,4s0o8TJHfX9LLHa0umnOzT,0.0,0,0.131,-9.867,1,61,0.0945,93.961,4,0.792,2004,0
347,0.000502,46.0,0.513,229395,0.985,4ykPECFhKjcurBtz5vLUXx,0.0071,1,0.405,-2.272,1,37,0.254,107.623,4,0.185,2019,0
348,0.92,48.0,0.442,408600,0.124,3s2RFp5hU6jEvAmfZrnrAi,0.605,3,0.21,-22.227,1,60,0.0388,65.003,4,0.2,2012,0
349,0.821,48.8,0.284,237426,0.405,0CNEZVzQEF8nVnXP4edvnH,0.219,4,0.174,-16.582,0,13,0.0654,150.121,3,0.161,2015,0
350,0.586,65.5,0.657,205308,0.455,5LpLw3R6TDlvmOIsgeCNjy,1.87e-05,5,0.18,-10.586,1,62,0.0667,129.943,4,0.488,2019,0
351,0.743,60.0,0.681,176373,0.599,6QP8v8hQmiFKvPgnaflQbB,2.12e-05,9,0.13,-6.398,0,36,0.0583,122.144,4,0.591,2019,0
352,0.00328,78.0,0.635,256880,0.435,4YPhn26bIFm2KUkL1VLzQG,6.78e-06,3,0.071,-7.521,1,18,0.031,76.098,4,0.459,1994,0
353,4.99e-05,55.0,0.403,214493,0.96,6RT2boG8dbLXpgnSXQx1LY,0.0268,4,0.155,-2.708,0,54,0.0996,184.266,4,0.541,2019,0
354,0.082,49.666666666666664,0.886,229813,0.62,7cVmKBwzPsh4Fmb6SplfEm,0.0,5,0.1,-5.854,1,61,0.307,76.035,4,0.6,2006,0
355,0.97,62.0,0.369,237626,0.198,7IZRtCwdcpJuXLDS6ZTbQJ,0.93,4,0.109,-16.388,0,60,0.0483,126.2,4,0.047,2019,0
356,0.0317,87.0,0.699,206166,0.529,3DmW6y7wTEYHJZlLo1r6XJ,3.59e-05,2,0.285,-7.548,1,75,0.0487,119.987,4,0.121,2014,0
357,0.000124,62.0,0.45,262573,0.978,591vJuuep0gfPhx9p8WPD5,7.14e-06,9,0.361,-4.198,0,57,0.0637,155.014,4,0.268,2004,0
358,0.95,43.0,0.367,267358,0.116,6escBA2tVhUpcc2M5YmtVk,0.832,5,0.104,-21.437,1,54,0.0336,134.488,4,0.188,2019,0
359,0.0691,66.0,0.712,256040,0.905,7eLDSFTG6bJGZsYAF3LTv4,0.0201,5,0.499,-5.774,1,18,0.042,98.601,4,0.942,2006,0
360,0.786,90.0,0.35,221653,0.403,1j9HwUMSkRUeVFRWlHcFsy,0.0,0,0.12,-9.57,1,56,0.0279,104.957,3,0.201,2008,0
361,0.0901,73.0,0.783,233360,0.613,7tpFQqIXoYEzt4MFVZBCUg,0.0,1,0.046,-7.946,0,39,0.249,94.982,4,0.702,2013,0
362,0.00722,45.0,0.583,340613,0.637,45V4Mk7vZV2b9JfSWuUX9m,0.0419,0,0.177,-6.464,1,57,0.0459,80.004,4,0.315,1999,0
363,0.848,56.666666666666664,0.146,385266,0.0774,24RujfjrtKAr66E3Ixjmns,0.456,11,0.0953,-25.384,0,16,0.0427,102.456,3,0.0389,2009,0
364,0.761,50.0,0.383,447280,0.131,4vuoL9ldmpmZcXm7RkhQvx,0.194,7,0.0973,-17.764,1,57,0.033,98.606,4,0.101,2002,0
365,0.466,42.0,0.52,169564,0.749,6pEps4ExHoTIcWky6Hg5eN,1.56e-05,5,0.0744,-3.21,0,2,0.054,96.589,4,0.587,2019,0
366,0.8,40.0,0.343,505031,0.307,1Kez08abn4yr3T7hbCeW3i,0.467,1,0.664,-14.526,1,13,0.0521,78.165,4,0.186,2017,0
367,0.99,59.0,0.326,168666,0.0575,2JR1WeETsXmFR1kRC2oXXq,0.887,4,0.281,-16.5,1,54,0.0393,127.397,5,0.301,1990,0
368,0.902,39.0,0.372,189109,0.153,0xiG8TuljlR1h30lm0cK1a,0.934,0,0.113,-15.637,0,1,0.0413,102.262,3,0.0652,2019,0
369,0.992,53.333333333333336,0.191,345480,0.109,732DlohkLtia2hJwxzomus,0.615,7,0.117,-22.05,0,14,0.0457,75.296,3,0.0343,2009,0
370,4.32e-06,61.0,0.439,178244,0.958,1Hig5qOTDmX4Erqpmk54xq,2.41e-06,9,0.0641,-4.236,0,59,0.0953,90.036,4,0.254,2018,0
371,0.0484,58.0,0.925,243026,0.748,2lVDc57IMK6nypg2iuEWVR,0.0,11,0.101,-5.572,0,64,0.278,92.978,4,0.615,2004,0
372,0.00437,72.0,0.949,246053,0.79,4JFM7KpVxgPXargA4rzB60,0.0,8,0.0816,-5.957,1,3,0.0756,117.002,4,0.807,2008,0
373,0.0255,53.0,0.634,217451,0.779,3lWwsRSWeSTXUBTJeuRPPg,0.00103,9,0.342,-6.607,1,56,0.0361,82.003,4,0.562,2018,0
374,0.967,38.0,0.384,206040,0.0544,2R9KveaVtFgiiEC6KSF9un,0.964,0,0.115,-19.791,1,46,0.0485,181.262,3,0.31,2014,0
375,0.135,69.0,0.243,258986,0.318,5Zz8mrmVVhOq3iuv8Gh0MX,0.244,3,0.595,-12.201,1,64,0.0295,103.172,4,0.191,2011,0
376,0.00165,61.333333333333336,0.671,177220,0.924,6Xxlhx5758ONjl320gTVb4,2.32e-05,11,0.346,-4.416,1,8,0.0578,126.003,4,0.757,2015,0
377,0.915,28.571428571428573,0.199,539240,0.27,6jwumZzIT95nYQAl6I6rM1,0.859,0,0.154,-11.029,1,1,0.036,125.003,4,0.0459,2019,0
378,5.89e-06,32.0,0.45,242693,0.994,4D5BlpjxKizIVhc81nmyUR,0.184,11,0.273,-5.21,1,24,0.178,154.993,4,0.115,2019,0
379,0.32,44.0,0.779,306289,0.58,2j0G1GvvNUTN7ThKN6Jj4y,0.0167,4,0.0709,-7.569,0,35,0.0378,104.682,4,0.93,2019,0
380,0.992,68.0,0.272,239973,0.00397,0bcGY7mfG10QfeaDbz97hC,0.9,1,0.0763,-31.601,0,65,0.0475,72.059,4,0.19,2010,0
381,7.89e-06,21.0,0.174,252194,0.936,1UfBdq3YOUTJjZluZu54wB,0.877,2,0.0989,-8.234,1,8,0.0982,127.609,3,0.0811,2019,0
382,0.91,46.0,0.421,763466,0.0967,5qRJZGqWHMpKRxk8rmAVto,0.415,7,0.218,-16.441,0,47,0.0509,77.401,4,0.183,2004,0
383,0.907,86.0,0.559,212040,0.172,0mqTcM8kuu2IYPotMt7AzS,0.000383,10,0.105,-10.636,1,78,0.0291,77.025,4,0.0955,2008,0
384,0.000164,52.0,0.505,255496,0.94,4oMHX1w7LEbhIwz9YTosEa,1.13e-06,1,0.495,-3.707,0,0,0.0459,97.499,4,0.382,2019,0
385,0.889,86.0,0.592,271800,0.28,6HbI4e2Y2f6HYVV6r04M4W,0.0,4,0.124,-5.494,1,74,0.0283,141.899,4,0.348,2015,0
386,3.49e-05,55.0,0.46,196833,0.823,0qoqi6P5BPvpOTN4nE9ev6,0.00165,1,0.356,-4.344,0,49,0.0434,134.997,4,0.43,2019,0
387,0.016,81.5,0.555,220906,0.931,2TR7A4ulH9R1PNwMyd8o8U,0.0,8,0.405,-2.969,1,68,0.0367,132.085,4,0.723,2013,0
388,0.119,78.33333333333333,0.689,229746,0.521,6TaqooOXAEcijL6G1AWS2K,8.41e-05,0,0.108,-5.845,1,76,0.132,95.055,4,0.178,2015,0
389,0.993,62.0,0.153,251906,0.0603,0wh9lyAm58get1TI9OIYg3,0.977,4,0.127,-24.951,1,5,0.0386,139.153,4,0.0374,2019,0
390,0.189,59.0,0.541,209578,0.55,5LbXnDbn75IQSm5FCTANHd,0.000728,5,0.11,-8.051,0,64,0.0949,155.767,4,0.253,2019,0
391,0.0847,59.5,0.784,304000,0.459,7kAFSrTIOiVZ0gnHBuAH3l,0.0,4,0.079,-9.74,0,62,0.317,164.062,4,0.618,2002,0
392,4.3e-05,36.0,0.387,214318,0.991,4Ht6KPgAed925B8ro4VpUU,0.00245,10,0.0915,-2.874,0,14,0.0763,177.97,4,0.288,2019,0
393,0.942,62.0,0.0685,285840,0.0173,05iURKvut2OWEzPHQUhDT5,0.66,1,0.1,-26.846,0,56,0.0408,74.996,1,0.073,2009,0
394,0.967,39.666666666666664,0.445,119890,0.216,7kdZlgkWHnivQNSGe6AsTa,0.914,8,0.149,-14.707,1,52,0.0503,109.969,3,0.237,2018,0
395,0.0411,58.0,0.568,244480,0.835,6QfnvcOKsdN4Q6exUWVuzn,0.0,8,0.357,-6.896,0,65,0.0687,170.045,4,0.625,2004,0
396,5.08e-05,69.0,0.39,205394,0.939,0YZEYxd1oiqZRFhnnmTKKi,0.0,4,0.0968,-3.828,0,64,0.0787,161.997,4,0.495,2019,0
397,0.264,53.0,0.871,355066,0.648,6lEIjrQNwJPecJ7mMXjhjo,0.0,10,0.2,-7.825,0,64,0.278,92.301,4,0.628,1998,0
398,0.000222,45.0,0.466,185680,0.929,39ZkoZpmocNi2LphHScfqm,0.0,11,0.34,-5.91,0,42,0.0755,90.025,4,0.302,2019,0
399,0.966,46.0,0.578,242066,0.0801,49e8jyxGYok1DJRLqOlg4T,0.539,8,0.106,-20.314,1,52,0.0501,105.706,4,0.0747,2017,0
400,0.967,40.0,0.296,340506,0.0709,0Ya7lMXJGmETT1G3bW0uX2,0.804,3,0.105,-14.832,0,51,0.0312,95.028,4,0.0696,2013,0
401,0.0339,82.0,0.393,252440,0.633,49kjlZP49LMD1MrrcvXDET,0.0,9,0.104,-4.769,1,70,0.0275,174.022,4,0.382,2010,0
402,0.748,39.0,0.52,341666,0.0748,3wPZVnOScmpbn6JkWJxi3S,0.633,8,0.102,-24.477,1,50,0.0497,107.327,4,0.122,1994,0
403,0.182,79.0,0.677,216773,0.89,24YvUQnuPL8gObCfSnAobH,0.0,1,0.0826,-4.448,0,20,0.0418,97.012,4,0.764,2009,0
404,0.000136,56.0,0.393,224866,0.953,0O5WAeW9fQb0E1sKUi5QZt,0.0,6,0.861,-3.492,1,53,0.169,176.938,4,0.634,2017,0
405,0.5,79.0,0.597,144333,0.643,5E3P9e1hvjyIOlFyqNB5eD,0.0,5,0.0435,-6.303,1,71,0.134,167.963,4,0.823,2005,0
406,0.00961,80.0,0.621,215786,0.708,5P16LUPtZ1I5t3EqwELD53,0.00294,11,0.311,-5.084,1,50,0.0444,100.025,4,0.455,2014,0
407,0.000334,44.0,0.477,211232,0.969,4TgpMwyBwhJvQlcMu9Nkyc,0.0,3,0.0984,-5.433,0,10,0.047,146.0,4,0.52,2019,0
408,0.885,49.0,0.454,255106,0.084,3dtrI8OOHWxMyg6EHNecdt,0.936,0,0.0958,-18.621,1,51,0.0293,87.816,4,0.0828,2016,0
409,0.934,50.0,0.386,474786,0.0481,1Rx7TVIX8t9pZFJdLq0vvY,0.852,2,0.101,-25.336,0,57,0.04,148.305,3,0.0714,2017,0
410,0.826,68.0,0.685,185640,0.481,3jWnfv5QqiNCMaGUcLqGjo,1.63e-05,0,0.101,-7.844,0,60,0.0444,127.832,4,0.49,2019,0
411,0.0557,49.5,0.815,292840,0.797,25CnqAR7fzAQbb2SVoSa0b,0.0,2,0.641,-6.304,1,47,0.186,96.006,4,0.65,1999,0
412,0.104,45.0,0.626,198586,0.58,1KDP9txYYtcRcVOzpFVkFn,0.00501,1,0.0598,-6.739,1,37,0.0353,110.858,4,0.933,2019,0
413,0.536,78.0,0.429,145106,0.543,0cx32rX0uZvcJUP92Wkj2y,2.54e-05,5,0.125,-9.139,1,68,0.0347,122.619,4,0.693,2006,0
414,0.0154,60.0,0.797,236520,0.502,4MMqj7HaLL8BphbBZnlsdq,0.0,10,0.1,-3.925,0,55,0.0968,106.997,4,0.385,2004,0
415,0.901,51.0,0.368,428973,0.14,5LaTsDrhrpXwLniidLpnF7,0.874,0,0.0688,-15.005,0,54,0.045,61.758,4,0.172,1988,0
416,0.984,30.0,0.293,368613,0.138,3A9IRPyGR0j4Oslz2LQGmA,0.0246,6,0.173,-17.455,1,0,0.0486,113.932,4,0.0349,2019,0
417,0.055,77.5,0.829,299333,0.428,5jnxxpX2834SB6LJ0S73Uz,0.00423,0,0.137,-9.469,1,61,0.083,148.077,4,0.448,2008,0
418,0.0428,43.0,0.73,212800,0.483,5h21AlYy4mgHfQp9jUAUGi,0.0,0,0.103,-8.959,1,47,0.327,168.049,4,0.535,2005,0
419,0.613,83.0,0.481,187194,0.179,6LteLVcW0oWLjuW6nePyWb,2.84e-05,3,0.145,-21.424,1,66,0.109,74.85,4,0.405,2013,0
420,0.975,45.333333333333336,0.384,198333,0.0274,7xI0wxBQhYMSWDhkuvbRgM,0.623,4,0.23,-26.64,0,55,0.0339,86.948,4,0.196,2016,0
421,0.0251,73.0,0.743,214400,0.675,1KGi9sZVMeszgZOWivFpxs,0.000717,8,0.0685,-4.267,0,80,0.0953,92.909,4,0.59,1999,0
422,6.63e-06,42.0,0.542,189746,0.988,5cUziBfFGOHrkXFE4qAgKe,0.0184,11,0.231,-2.535,1,46,0.177,127.971,4,0.219,2019,0
423,0.985,44.5,0.144,238306,0.023,5PtmAQ3m2jxhUkDVFQAJag,0.901,5,0.0908,-24.469,1,54,0.0463,94.496,4,0.132,2014,0
424,2.72e-05,51.0,0.494,205669,0.95,4dEwT3lzsASXCiIrgFUpQu,0.642,11,0.19,-5.528,1,39,0.129,115.087,4,0.15,2019,0
425,0.159,73.0,0.618,165744,0.704,3496rr5XSGD6n1Z1OKXovb,0.000262,4,0.358,-4.686,1,65,0.0321,124.218,4,0.741,1964,0
426,0.431,79.0,0.484,204280,0.731,3JvrhDOgAt6p7K8mDyZwRd,0.0,1,0.151,-6.694,1,79,0.0379,101.654,4,0.51,2014,0
427,0.0111,63.0,0.452,196664,0.794,01XFgRZfZI7oBagNf1Loml,0.00182,0,0.416,-5.151,1,60,0.0483,137.825,4,0.282,2013,0
428,0.65,42.0,0.363,288360,0.38,2m1CK247MhzvfuX3DiBo00,0.0,5,0.0859,-7.778,1,38,0.0348,178.518,3,0.265,2019,0
429,0.195,47.0,0.362,227040,0.862,4wuX1163hgvOZAiue2nXdT,0.00852,7,0.164,-5.013,1,36,0.0779,121.895,4,0.633,2019,0
430,0.0395,71.0,0.731,200373,0.867,3cfOd4CMv2snFaKAnMdnvK,0.0,11,0.0861,-5.881,1,81,0.032,104.019,4,0.776,1999,0
431,0.121,76.0,0.53,211413,0.802,0cEBv7oJxFp3bfTFqWFI0R,0.0,2,0.118,-6.494,1,62,0.0362,148.054,3,0.566,2011,0
432,0.00191,81.0,0.476,226348,0.991,4Htt3QaBWdLggq88rJI5MU,0.0,4,0.121,-2.855,0,68,0.15,82.997,4,0.202,2019,0
433,0.0884,75.0,0.66,221075,0.689,5tFMuAw6X2R4NLx97g7n9q,0.0,4,0.0922,-2.671,0,64,0.0337,127.98,4,0.427,2012,0
434,0.057,75.5,0.712,192973,0.473,2beHQY7DvKp9q4vwilKKRS,0.0,6,0.182,-4.413,0,72,0.0693,86.965,4,0.327,2019,0
435,0.042,77.0,0.944,203786,0.511,7uKcScNXuO3MWw6LowBjW1,0.00107,5,0.0379,-10.96,0,75,0.161,113.046,4,0.842,2004,0
436,0.000916,28.0,0.324,301548,0.806,7eWi7NEsXV6LmS8UsqBeXy,0.000155,6,0.225,-6.751,0,39,0.0512,154.94,4,0.334,2019,0
437,0.0176,70.33333333333333,0.552,281960,0.842,7kBdenpTmgWfAz9clmBcok,0.00327,8,0.258,-4.961,1,49,0.285,89.017,4,0.561,2000,0
438,0.995,34.5,0.169,54480,0.00744,3A1lpeW9lJYP1tDOATEcCg,0.985,5,0.0778,-24.656,1,37,0.0413,68.832,3,0.202,2008,0
439,0.677,79.5,0.579,253946,0.632,2E6S3NgbSG9NYwbdi6rWYB,0.0,3,0.0892,-7.732,0,72,0.0918,120.258,3,0.76,2019,0
440,0.0901,33.0,0.693,278800,0.88,7aXXjA800sXYKpM8D9pCVT,0.0,11,0.211,-3.228,0,46,0.0661,88.088,4,0.397,2002,0
441,0.25,58.0,0.55,202826,0.759,48xm8I1E0uNpDtn0X5rKYL,0.0,4,0.167,-8.091,1,2,0.0376,98.842,4,0.509,2019,0
442,0.0986,61.0,0.888,241840,0.577,05Sgj1Hx03ZXc57gsV1kfX,0.0,1,0.131,-7.702,0,67,0.0612,84.003,4,0.609,2006,0
443,0.542,61.0,0.299,262396,0.415,3QAmJUlS7THV7AojNyIWLU,0.0491,9,0.113,-5.703,0,35,0.0297,110.786,3,0.0893,2019,0
444,0.8,78.0,0.695,280000,0.336,612VcBshQcy4mpB2utGc3H,0.00264,9,0.701,-12.999,1,74,0.0313,79.109,4,0.422,1992,0
445,0.833,50.0,0.592,360353,0.231,58TwX5CF328t6qDm9sgaLb,0.911,6,0.0992,-16.446,0,51,0.0371,62.693,4,0.377,2017,0
446,0.0115,45.0,0.906,195515,0.578,59OkvZEB9zPsEa6fQL2LlZ,0.867,11,0.0626,-5.241,0,58,0.0628,114.157,1,0.507,2015,0
447,0.22,74.0,0.71,238266,0.799,4y1LsJpmMti1PfRQV9AWWe,0.000602,6,0.349,-4.897,1,77,0.0328,120.372,4,0.725,1983,0
448,0.00132,33.0,0.464,243266,0.885,07QBs9nW6ke3uSfPBGY4hd,4.63e-06,0,0.286,-5.343,1,17,0.0509,128.016,4,0.362,2015,0
449,0.897,48.0,0.487,440513,0.259,2ovibjyd0xaW7HvfGvx0Qe,0.778,2,0.0957,-12.391,0,13,0.0386,111.218,4,0.108,2018,0
450,0.00108,66.0,0.26,242133,0.923,746bHsY27aWTMYpoxqECOm,0.0,7,0.763,-5.023,1,58,0.157,170.605,4,0.387,2002,0
451,1.52e-05,55.0,0.322,223357,0.95,08vJxMYhmZu6YTWqVmLgrA,9.61e-06,2,0.158,-4.553,0,61,0.182,199.958,4,0.263,2019,0
452,9.78e-05,67.0,0.321,193653,0.949,1wZy1qIk3qPVv33I9bALi6,1.1e-06,2,0.322,-3.332,1,61,0.0633,175.103,4,0.23,2018,0
453,0.0208,76.0,0.583,258826,0.786,4E6cwWJWZw2zWf7VFbH7wf,0.0,2,0.188,-3.142,0,77,0.0301,123.052,4,0.573,2007,0
454,0.0151,90.0,0.637,220733,0.843,47Slg6LuqLaX0VodpSCvPt,0.0,5,0.0876,-5.413,1,78,0.0432,109.012,4,0.434,2010,0
455,0.748,74.0,0.665,193111,0.315,7MLZgiQmw0MATFIT3zKjw8,0.00538,0,0.102,-15.247,1,7,0.0273,104.953,4,0.163,2015,0
456,0.995,56.5,0.355,282813,0.0164,00CXUMREit80f2McJsjcIz,0.926,3,0.0986,-28.659,1,60,0.0396,67.946,4,0.0922,1990,0
457,0.827,42.0,0.458,482186,0.217,4UhBGmqcApvAZFTq53ukh7,0.805,5,0.194,-16.582,1,51,0.0328,107.506,4,0.128,1999,0
458,0.969,39.0,0.403,365880,0.13,50ma4LjaP5XDL1BsHrZ1D9,0.804,2,0.125,-14.665,1,52,0.0374,137.726,4,0.0904,2018,0
459,0.000194,55.0,0.489,256538,0.804,0OV5HT4cXI78HHoYe2ioXa,0.00685,0,0.0726,-16.115,1,49,0.0475,126.065,4,0.337,2019,0
460,0.963,42.0,0.231,225170,0.0288,7qbGdYdTYZR6ZzXF2x6xvr,0.898,0,0.0909,-26.815,0,5,0.0411,146.155,4,0.0562,2019,0
461,0.899,37.0,0.461,477173,0.0389,24M4rafgMYq9b49CEYPpm9,0.015,0,0.0927,-20.482,1,50,0.0399,109.374,4,0.125,2012,0
462,0.977,86.0,0.45,250106,0.311,3DUcaEvPO72PijivCjtZcU,0.00713,4,0.167,-8.175,1,54,0.0314,125.648,4,0.367,1997,0
463,2.3e-05,58.0,0.239,192786,0.941,0C71NJD4BhvPopTwI7a8KV,2.38e-06,2,0.327,-4.535,0,58,0.0967,81.844,3,0.223,2003,0
464,0.894,50.0,0.153,258240,0.278,5CrJuyTUSlijYf0BKcVir6,0.779,3,0.099,-14.364,0,13,0.0365,83.358,4,0.0326,2012,0
465,0.015,63.0,0.485,186866,0.82,6I1HRAkeErdwrOJIfRrfIO,2.81e-05,3,0.112,-4.085,1,5,0.0493,94.063,4,0.219,2003,0
466,0.019,70.5,0.625,217485,0.561,6eKQpHfI07oX6KEJRGWDtl,0.0,5,0.31,-6.653,0,66,0.0644,126.088,4,0.243,2019,0
467,0.97,3.0,0.364,217518,0.0795,4EwS5la55FNgz6r3N57A9f,0.881,9,0.103,-24.087,0,0,0.0363,121.045,4,0.236,2019,0
468,0.996,5.0,0.478,201388,0.0661,59NDr0FWdtfgKvBiRSLaZ8,0.94,3,0.111,-25.078,1,1,0.0444,182.034,4,0.315,2019,0
469,0.0274,74.0,0.513,228346,0.661,3DamFFqW32WihKkTVlwTYQ,0.0,3,0.118,-6.8,1,80,0.0439,180.118,4,0.461,2009,0
470,0.00207,59.0,0.417,239186,0.974,4CH6gIAzKPnt3AHmX7p9yQ,0.0,11,0.196,-4.069,1,57,0.143,160.014,4,0.548,2019,0
471,0.43,59.0,0.798,162610,0.404,2R5bAiFl7c5e0dAoWlBzWu,4.51e-05,1,0.16,-10.977,1,21,0.0963,114.617,3,0.521,2019,0
472,0.39,53.0,0.534,203626,0.792,6uzuW7L1t1UhnzbfXwtMtQ,0.0,5,0.191,-4.512,1,62,0.0677,145.881,4,0.477,2006,0
473,0.193,88.0,0.598,238306,0.252,4S7YHmlWwfwArgd8LfSPud,0.138,2,0.0992,-15.086,1,76,0.0647,120.06,4,0.0352,2015,0
474,0.151,67.0,0.851,219466,0.551,67iAlVNDDdddxqSD2EZhFs,0.0,4,0.0827,-5.177,1,71,0.0396,131.922,4,0.807,1988,0
475,2.14e-05,46.0,0.417,211000,0.95,6UsNqIqCC9WIDdg9Xxxv84,0.493,1,0.305,-3.478,1,50,0.145,192.118,4,0.572,2019,0
476,0.0102,46.5,0.934,227106,0.759,7fkbO9RJWW0zQAtXBu5ixb,0.0,6,0.0818,-5.873,0,44,0.185,123.857,4,0.927,2001,0
477,0.142,61.0,0.735,286426,0.844,02GwPAncasVL82yC7y2hmN,0.0,1,0.319,-5.215,1,55,0.167,156.069,4,0.742,2001,0
478,0.823,61.0,0.526,322133,0.17,14aFuIi1l2arBrZfBv9fBP,0.777,9,0.114,-13.089,0,54,0.0411,117.414,4,0.18,2013,0
479,0.844,84.5,0.422,262213,0.546,1nal3Tf1OCV53KigMZXsZ7,0.0,9,0.108,-8.155,0,78,0.249,74.741,4,0.385,2019,0
480,0.97,47.0,0.588,110840,0.165,1Vchex0xowRj9k59RLvRfo,0.000117,4,0.206,-20.076,1,49,0.0498,135.958,4,0.605,1968,0
481,0.00125,88.0,0.652,230733,0.812,3avYqdwHKEq8beXbeWCKqJ,3.01e-05,3,0.667,-3.797,0,66,0.0409,126.023,4,0.72,2010,0
482,0.125,82.0,0.701,199720,0.778,3Ey11v2aiX14s4wBaYbhlp,0.0,2,0.0828,-5.076,1,57,0.201,99.956,4,0.609,2019,0
483,0.694,79.0,0.657,189000,0.355,0jllH0usRFD4LJkJnGK9Lf,0.000427,7,0.123,-12.044,1,79,0.0714,74.99,4,0.0808,2015,0
484,0.51,86.0,0.761,240065,0.247,4tGjoffVHvUvb5RDE60sjX,0.000275,6,0.0968,-6.597,1,5,0.145,97.013,4,0.262,2015,0
485,0.00783,39.0,0.221,366533,0.837,6gq6I59uWHNtSwE1g0YUdR,0.00427,4,0.138,-2.734,0,39,0.0502,157.673,3,0.586,2019,0
486,0.0873,48.0,0.299,191600,0.422,623lYBOJ7bLwh1bu3yeN5V,0.0,5,0.182,-9.977,1,55,0.0285,67.797,4,0.168,1992,0
487,0.0509,66.0,0.884,252440,0.697,4Kd0FzFpOgIGxlBl4HXuFn,0.0,11,0.094,-6.022,1,63,0.128,101.965,4,0.322,2003,0
488,0.00112,58.0,0.494,225026,0.916,1mQaehT2IA8PAb6drI1RNB,4.43e-06,1,0.0996,-4.734,0,60,0.233,89.468,4,0.433,2019,0
489,0.92,46.0,0.418,305565,0.0872,11qeOjSAx3TDr4IOPXq9Js,0.898,7,0.108,-24.547,1,57,0.0354,148.264,3,0.14,2018,0
490,0.859,46.0,0.456,243013,0.257,3odLwNmrGr91br8fhtrP1v,0.475,10,0.111,-16.877,0,51,0.0298,104.311,4,0.181,2017,0
491,0.112,95.0,0.705,213520,0.769,22VdIZQfgXJea34mQxlt81,0.0,9,0.105,-5.526,0,81,0.0426,107.939,4,0.59,2015,0
492,0.00155,39.0,0.0821,228367,0.984,29JpMS0QucYM5bUp9jgSeW,0.000181,4,0.476,-1.237,0,33,0.13,185.151,3,0.274,2019,0
493,0.00435,54.0,0.746,185043,0.916,0dNiIiUZTj7P5fnzXPkQtk,0.8,6,0.0456,-7.982,1,1,0.0616,132.602,4,0.734,1985,0
494,0.992,59.333333333333336,0.0838,163030,0.0237,67HHFvLuWSwTrgILyZXmmq,0.945,7,0.0797,-28.296,1,8,0.0417,80.27,4,0.0364,2019,0
