,acousticness,artist_popularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,year,hit
162,0.0192,83.0,0.717,216520,0.587,2hdy9Wt9qp7M7d0U3ossu2,0.0,4,0.0523,-7.296,0,65,0.0339,129.954,4,0.544,2009,0
163,0.849,67.0,0.364,124066,0.591,4dx3Lqdq4WvUWx23d04tOl,0.0,6,0.195,-8.251,0,0,0.269,184.018,3,0.59,2000,0
164,1.41e-05,81.0,0.468,218133,0.996,4QksBPOns9inxD6gaAo4Zc,0.0,11,0.26,-3.027,0,62,0.179,75.978,4,0.094,2007,0
165,0.821,43.0,0.419,344053,0.184,14JAGLLamVp9p3EJaRYPfj,0.628,0,0.0919,-21.864,1,56,0.0307,110.186,4,0.155,2019,0
166,0.015,78.0,0.606,177002,0.679,6XRgC4KAp4upKu0v7H4tQo,0.000427,2,0.234,-7.445,1,59,0.0321,122.012,4,0.705,2019,0
167,0.99,54.0,0.23,198946,0.0728,2Bs5JUVJz4BELXtCz01U3f,0.937,10,0.0967,-23.403,1,53,0.0413,132.251,4,0.105,2019,0
168,0.000876,37.0,0.781,274490,0.564,6PMikWb3yXQbrW8iaoIwQu,0.00014,9,0.361,-6.685,1,29,0.0271,114.007,4,0.809,2018,0
169,0.00952,76.5,0.711,157152,0.906,6HZ9VeI5IRFCNQLXhpF4bq,1.64e-05,8,0.153,-2.671,1,65,0.0284,125.916,4,0.824,2013,0
170,0.851,45.0,0.416,203760,0.295,7jKxEGp0zXkwbFTWHHtsdC,0.0,10,0.156,-11.523,1,56,0.0302,108.211,3,0.522,2009,0
171,0.0298,80.0,0.759,216706,0.891,3CcvahnsiArpTHYQEWV2Au,0.0,11,0.141,-2.983,1,65,0.257,98.579,4,0.587,2004,0
172,0.0607,92.5,0.62,232733,0.613,1GIYmwtBbPSHrqcSaukZck,0.0,0,0.117,-5.83,1,79,0.0795,82.43,4,0.483,2019,0
173,0.00605,65.0,0.554,240453,0.864,3Vi93V7o1tT28Cut4gSWi3,0.0,9,0.132,-5.062,1,65,0.0394,112.523,4,0.299,2004,0
174,2.55e-05,38.0,0.306,214000,0.958,4fazzVyKIoCqzBGBlnNK26,0.0,6,0.421,-5.194,1,33,0.0667,180.07,4,0.669,2019,0
175,0.123,77.0,0.706,201600,0.728,5vTPxzm4h2bY9rYyVrGEU5,0.0,7,0.185,-3.602,1,70,0.0852,121.017,4,0.851,2013,0
176,0.185,79.0,0.673,216773,0.886,4HlFJV71xXKIGcU3kRyttv,0.0,1,0.0826,-4.44,0,84,0.0431,97.012,4,0.795,2010,0
177,7.34e-05,18.0,0.277,331043,0.997,0gpuKeCH1xlcZ7fR9YWZZE,0.00259,2,0.301,-2.836,1,14,0.185,112.06,4,0.0662,2019,0
178,0.61,66.0,0.342,255293,0.436,6Fumoc72rTwXPGYwWUHhmh,0.0,0,0.0975,-5.932,1,57,0.03,140.228,4,0.237,2014,0
179,0.0235,63.0,0.42,353805,0.876,2S9vwztrbTtQzplp0y2QBQ,0.000146,6,0.157,-5.35,0,57,0.098,119.091,4,0.117,2019,0
180,0.249,62.0,0.653,216533,0.677,1ynmMEK1fkyiZ6Z6F3ThEt,0.0,0,0.403,-12.244,1,72,0.0396,114.37,4,0.888,1981,0
181,0.5,86.0,0.41,191307,0.462,3ioJ2eGWcONEvna37MpsiE,0.0,8,0.0975,-7.534,1,14,0.0515,139.861,3,0.354,2015,0
182,0.000192,38.0,0.438,263000,0.96,4VpPPvQCAn0nySLC4IiLHy,0.413,1,0.146,-6.945,1,27,0.0795,106.041,4,0.071,2019,0
183,0.0525,71.0,0.673,194093,0.901,44AXd3UVaaVYsSQqBpnYO2,0.000535,2,0.0736,-2.379,1,18,0.0348,100.002,4,0.503,2013,0
184,0.00245,68.0,0.554,244480,0.891,1NqH3H7CX9ffRcCc7bnKvS,0.0356,8,0.266,-7.215,1,61,0.0621,96.053,4,0.441,2018,0
185,0.00359,68.0,0.594,218054,0.959,6WoyghnMAvDDRbZfFbpwEo,1.34e-05,7,0.101,-4.697,1,64,0.0486,110.979,4,0.381,2017,0
186,0.0513,81.0,0.755,218053,0.763,0JfAMd3xTqm7ZYhBmQjYzt,0.0,8,0.0326,-4.328,1,52,0.0501,114.992,4,0.696,2007,0
187,5.78e-06,14.0,0.33,484466,0.983,3Cncux8bkkotn9ysOrK9bt,0.0541,7,0.485,-6.64,1,12,0.152,139.942,4,0.104,2019,0
188,0.0938,88.0,0.567,187613,0.795,4bPQs0PHn4xbipzdPfn6du,0.0,9,0.114,-4.985,0,76,0.134,170.06,4,0.635,2005,0
189,0.000935,26.0,0.554,198545,0.993,21mmpyooSVgUCZfUdasDHY,0.0174,2,0.263,-4.195,1,32,0.125,110.005,4,0.0921,2019,0
190,0.968,44.0,0.349,292413,0.123,07BmM24UshepfB2PeBxu7Y,0.375,1,0.275,-14.247,1,55,0.0333,45.646,4,0.138,2019,0
191,0.177,43.0,0.826,211487,0.502,5H1H2gRlCaB0mj961DCuFT,0.0,9,0.0774,-7.327,0,53,0.0705,136.609,4,0.924,2019,0
192,0.841,98.0,0.397,265120,0.172,4eSGSqP2TZvvX0kadZZttM,6.78e-05,6,0.108,-15.698,0,70,0.0445,101.275,4,0.123,2011,0
193,0.308,81.0,0.868,207680,0.347,4VywXu6umkIQ2OS0m1I79y,2e-05,5,0.11,-9.529,1,72,0.0536,110.059,4,0.659,2005,0
194,0.0884,78.0,0.835,285906,0.497,703b51gh4ah7GYTYwKphj5,0.0,2,0.0777,-7.876,0,4,0.16,89.861,4,0.373,2000,0
195,0.936,60.666666666666664,0.178,138333,0.0317,5JHtfM9QWN8pgcMP8Dejt8,0.868,10,0.124,-30.232,1,15,0.0436,107.319,4,0.0765,1992,0
196,0.235,73.0,0.656,256733,0.578,3ibKnFDaa3GhpPGlOUj7ff,0.0,7,0.118,-8.97,0,78,0.0922,94.514,4,0.556,2004,0
197,0.0098,80.0,0.602,216013,0.923,1yjY7rpaAQvKwpdUliHx0d,0.0,5,0.0561,-3.763,1,76,0.044,136.01,4,0.765,2013,0
198,3.57e-06,20.0,0.168,329000,0.731,2YpZldkfFgYIJf1qdbmc8G,0.937,1,0.418,-12.012,1,29,0.0811,114.993,4,0.0917,2019,0
199,0.796,53.0,0.473,213249,0.25,1JtvwshkJMxfm4oRhJp93C,8.83e-05,5,0.101,-11.263,1,60,0.0304,145.027,4,0.261,2014,0
200,0.121,25.0,0.597,189717,0.713,7jb001ezc2eRCVrAJ4HYNq,0.0104,6,0.282,-8.087,0,6,0.0336,95.712,4,0.771,2019,0
201,0.755,39.0,0.673,260521,0.353,1Gv8NYJeqQNXXrYQ1c1r4e,7.58e-05,10,0.115,-7.74,0,48,0.0638,119.77,3,0.458,2019,0
202,0.487,35.0,0.787,283852,0.532,1OuEldSyVTWRylOx46na3o,0.00194,7,0.0953,-9.496,0,41,0.0261,98.384,4,0.789,2019,0
203,0.00224,86.0,0.529,210880,0.768,6yl8Es1tCYD9WdSkeVLFw4,0.000685,7,0.297,-5.51,1,74,0.0566,127.316,4,0.769,1986,0
204,0.345,55.0,0.69,202933,0.535,3zODOoHI3Tyi6ufkwwtIWi,0.0,10,0.324,-8.267,1,30,0.41,124.157,1,0.828,2014,0
205,0.381,76.0,0.397,250266,0.303,2D4BSm5Z8Hq5zYbSgJwEOh,0.0,5,0.101,-7.508,1,70,0.0435,81.05,4,0.172,2015,0
206,0.915,65.0,0.468,188800,0.201,5OiaAaIMYlCZONyDBxqk4G,8.28e-05,4,0.0952,-17.024,1,71,0.0388,94.422,4,0.383,2005,0
207,0.858,42.0,0.515,381050,0.184,6qTF7EjSSecc1rip7xckgN,0.18,0,0.12,-16.969,1,55,0.0426,122.744,3,0.218,2018,0
208,8.97e-05,47.0,0.455,231400,0.951,6Ei2gpD1MwqQGVh7DEXnqZ,6.91e-06,8,0.303,-4.801,1,1,0.0806,165.041,4,0.681,2018,0
209,0.781,87.0,0.565,230320,0.245,5CRVwXGikmqzoRO6q7FeAg,0.0,5,0.0998,-9.132,1,71,0.0262,75.055,4,0.307,2015,0
210,0.994,60.0,0.458,208874,0.0529,3tOqWMewWpnRUAWMPAcnrF,0.952,9,0.0869,-21.002,1,6,0.051,106.937,4,0.217,2019,0
211,0.921,39.75,0.433,322080,0.217,2r3dQilQpgjPbRomN7GAvD,0.714,9,0.096,-13.799,1,52,0.0343,105.96,3,0.179,2017,0
212,0.782,46.0,0.446,258226,0.188,76Bk0cDFzg1ljHQpY0SUqV,0.117,7,0.107,-17.202,0,53,0.0302,107.117,4,0.098,2018,0
213,0.00832,70.0,0.64,268360,0.864,42et6fnHCw1HIPSrdPprMl,0.0,7,0.123,-6.576,1,75,0.0315,102.026,4,0.7,1997,0
214,0.107,55.0,0.703,213708,0.867,5HOpkTTVcmZHnthgyxrIL8,0.0,6,0.119,-4.292,1,65,0.0453,128.008,4,0.546,2013,0
215,0.036,83.0,0.743,135120,0.31,782CIMTujSmNFrRuAVhsqd,0.0251,2,0.183,-10.016,1,69,0.0554,95.993,4,0.171,2019,0
216,0.92,55.0,0.326,292444,0.156,5adNkxFBgFYu3N6m8J6muG,0.676,2,0.171,-14.116,0,57,0.0307,75.458,4,0.159,2018,0
217,0.000982,42.0,0.51,219200,0.943,6TQkEzHzTtG2jO6TqPIIMc,2.19e-05,11,0.49,-3.098,0,51,0.0553,93.498,4,0.557,2019,0
218,0.981,66.0,0.0641,234133,0.148,23ryVoyGTrfO3F0GblIfnz,0.819,3,0.109,-18.171,1,59,0.0371,70.443,3,0.0359,1986,0
219,0.915,71.0,0.14,198440,0.07,4BopLkm0TFvregWWVI1Qtl,0.924,7,0.179,-20.513,1,0,0.0339,80.521,3,0.0399,2019,0
220,0.158,92.0,0.518,170800,0.761,4vEXJ6NvEwS8ptynkNswaa,0.00765,0,0.0715,-7.025,1,57,0.0452,118.738,4,0.576,2011,0
221,0.0161,80.0,0.68,249533,0.687,1IAzD1muglOxOcPbUHs70R,0.0,9,0.261,-6.162,0,76,0.0709,150.053,4,0.467,2008,0
222,0.00848,50.0,0.554,202573,0.941,4b9jRNwMUvABxTD1amyfA6,0.0,10,0.102,-3.159,0,55,0.0347,134.916,4,0.524,2007,0
223,0.319,60.0,0.542,175400,0.915,6NdcSEhpGGAYXNnnhGS2s6,5.34e-05,9,0.171,-9.637,1,68,0.0549,159.81,4,0.92,1990,0
224,0.198,61.0,0.771,202786,0.283,7lJbTVbDEMa3w7NFamrwdq,0.0,2,0.0888,-16.326,1,67,0.0444,77.756,4,0.906,1987,0
225,5.45e-05,61.0,0.466,197834,0.864,7EEaV81pUNKvqsTrEHGoQH,0.0,3,0.234,-5.586,0,63,0.0976,138.075,4,0.481,2018,0
226,0.0647,95.0,0.647,219200,0.8,1CiVz2WkmZRwhU3A6J2Gjz,0.0,7,0.334,-5.384,1,66,0.165,160.078,4,0.942,2014,0
227,0.93,54.0,0.336,314493,0.328,5wRlH3diPDfn9jv91hxkUy,0.732,7,0.111,-15.005,0,51,0.0386,184.007,3,0.222,1991,0
228,0.00648,51.0,0.56,252958,0.902,4HUwKG0yhZgoxG5ueclBP4,0.000124,1,0.0935,-6.037,1,1,0.0349,107.025,4,0.54,2002,0
229,0.228,68.0,0.685,171960,0.623,0PDCewmZCp0P5s00bptcdd,0.00234,8,0.0295,-11.146,1,71,0.042,126.739,4,0.896,1975,0
230,0.0114,83.5,0.524,236600,0.846,2dxjKgT0li4qBI3QwuN9Ih,0.0,9,0.309,-4.912,1,69,0.347,98.385,1,0.551,2005,0
231,0.0873,88.0,0.743,289133,0.766,4vp2J1l5RD4gMZwGFLfRAu,0.0,0,0.509,-6.375,1,70,0.0265,127.96,4,0.61,2009,0
232,0.000311,74.0,0.546,153613,0.945,6Q1m1GyNxyOwZ2ud3p7XoS,0.0,1,0.724,-4.399,1,69,0.0531,135.128,4,0.545,2019,0
233,0.148,86.0,0.573,221293,0.581,4B3RmT3cGvh8By3WY9pbIx,0.0,7,0.128,-3.325,1,68,0.0276,103.82,4,0.188,2011,0
234,0.778,56.0,0.548,201640,0.538,35zjgo7EZJ84SgBSKD7TQT,0.0,5,0.198,-11.349,1,32,0.51,112.499,3,0.692,2006,0
235,0.00311,38.0,0.41,180810,0.972,1iG8AeszL0CUIp6ryOG1za,3.49e-05,8,0.631,-3.915,1,2,0.0831,147.969,4,0.302,2018,0
236,0.986,40.0,0.388,232046,0.0354,1AYtj1r4CcTiU6qMcmy0Hz,0.956,7,0.178,-25.766,1,11,0.0421,143.514,4,0.198,2013,0
237,0.0861,84.0,0.655,214786,0.623,2CZi8d774dBB0wiuWMIpr8,0.000346,11,0.0652,-6.302,0,58,0.116,175.973,4,0.615,2003,0
238,0.0267,62.0,0.748,222200,0.767,1fLibtVj3MrNTwRZq5yUOs,0.0,11,0.334,-7.806,0,66,0.172,133.929,4,0.519,2004,0
239,0.318,84.0,0.917,165733,0.657,1ghvzmzpx2nnrbx7wtpMgo,3.62e-06,8,0.0754,-5.716,1,73,0.0921,131.03,4,0.818,2019,0
240,0.625,73.0,0.579,165000,0.419,6jWkZvd1URGktyTTwcpPpB,0.0,0,0.0981,-10.72,1,27,0.0346,104.564,4,0.673,1965,0
241,0.0307,46.0,0.684,210025,0.889,4fK6E2UywZTJIa5kWnCD6x,2.57e-06,8,0.775,-4.555,0,52,0.102,112.004,4,0.582,2011,0
242,0.108,63.0,0.771,152186,0.848,0NLBwQBYJhEM9t3KAMPFVR,0.0,2,0.35,-7.365,1,66,0.035,115.642,4,0.803,1995,0
243,3.53e-06,29.0,0.187,484373,0.99,6VI0fsTK866vxvlLaGgkD2,0.423,5,0.134,-4.654,0,34,0.117,134.966,4,0.0558,2019,0
244,0.961,37.8,0.484,389893,0.0291,1axzRYUUASTfN4OOtrjfQd,0.474,10,0.115,-23.363,1,50,0.0459,98.434,4,0.379,1987,0
245,0.799,41.0,0.403,387450,0.307,5zpqkOpg31ksUdhuqJ9CQU,0.124,5,0.143,-13.426,1,51,0.0357,119.845,4,0.371,2017,0
246,0.00602,82.0,0.21,186480,0.94,7lRlq939cDG4SzWOF4VAnd,0.0,9,0.269,-3.427,1,76,0.123,179.722,4,0.255,2004,0
247,0.0426,79.0,0.794,248413,0.811,2Foc5Q5nqNiosCNqttzHof,1.07e-06,6,0.101,-8.966,0,77,0.038,116.047,4,0.862,2013,0
248,0.404,73.0,0.59,164160,0.737,676Rf0qIOh2gKNEl9TnCOx,0.0,7,0.108,-5.867,1,66,0.0384,132.966,4,0.877,1966,0
249,0.00882,87.0,0.613,231240,0.622,2y4lAQpi5VTNLu2ldeTdUH,0.0,1,0.37,-5.794,0,78,0.0334,80.003,4,0.484,2013,0
250,0.385,77.0,0.509,252866,0.538,7DFNE7NO0raLIUbgzY2rzm,0.0,7,0.104,-7.335,1,78,0.0572,75.089,4,0.244,2012,0
251,0.971,38.0,0.347,387912,0.0735,4buvQTS32WxBHVL0Sip90N,0.852,3,0.086,-21.444,1,0,0.0409,133.165,4,0.343,2019,0
252,0.93,59.0,0.36,198374,0.0823,5Ck2pBM8zZNIjIxeiEiVvy,9.62e-06,2,0.121,-9.893,1,62,0.038,136.402,4,0.134,2019,0
253,0.00143,66.0,0.541,208693,0.904,5jZ1Z2GFTf2gwmFc3qiUxs,0.0,7,0.193,-3.001,1,66,0.0435,98.122,4,0.541,2002,0
254,5.63e-05,67.0,0.287,228389,0.942,3Du6Vshku1yMicu8Vm5yOp,0.198,1,0.325,-7.23,0,58,0.0785,102.489,4,0.347,2019,0
255,0.135,93.0,0.747,210626,0.716,1oHNvJVbFkexQc0BpQp7Y4,0.0,11,0.251,-2.457,0,69,0.075,125.008,4,0.751,2011,0
256,0.862,63.0,0.524,237853,0.364,40ZUYrNTx4WAWN39VkrCOW,8.25e-05,4,0.117,-11.715,1,54,0.082,150.077,4,0.339,2019,0
257,0.167,68.0,0.739,215360,0.511,2nGFzvICaeEWjIrBrL2RAx,1.34e-06,9,0.133,-7.844,1,77,0.0362,96.038,4,0.542,2006,0
258,0.153,61.666666666666664,0.703,213535,0.705,05TFja7Cz5s1xD5HMAnIEx,0.0,6,0.49,-3.984,0,63,0.154,140.934,4,0.708,2019,0
259,0.804,75.0,0.241,238786,0.367,3o1cohFfwd57rAvrbyVE5e,8.98e-05,7,0.0836,-9.814,1,59,0.042,81.561,4,0.156,2012,0
260,0.00111,74.0,0.582,214093,0.843,0zFBxmGGFbVIBdg9OSpUxM,0.0,2,0.105,-5.618,1,43,0.0401,128.991,4,0.446,2017,0
261,0.189,57.0,0.528,427333,0.447,3Z2tPWiNiIpg8UMMoowHIk,0.0,4,0.0745,-15.255,1,70,0.0435,72.58,4,0.292,1985,0
262,0.234,79.0,0.751,190626,0.501,4o6BgsqLIBViaGVbx5rbRk,0.112,5,0.0467,-12.151,1,79,0.0552,167.058,4,0.902,1980,0
263,0.00564,95.0,0.617,311866,0.717,4fzsfWzRhPawzqhX8Qt9F3,0.0,10,0.408,-7.858,0,81,0.153,103.992,4,0.49,2007,0
264,0.303,60.0,0.643,171613,0.46,5AHJXStapl97kWsHY6rozI,7.61e-05,4,0.115,-6.963,1,51,0.0272,90.011,4,0.657,2015,0
265,0.0392,67.0,0.605,278533,0.829,25YwwruYRtxe6RQdKtrZFS,0.0,10,0.196,-2.377,0,59,0.444,176.103,4,0.708,2004,0
266,0.125,72.0,0.314,360312,0.743,1mC0kUHfD8YzjffB8K4m5n,0.0,11,0.363,-6.396,1,5,0.115,147.209,4,0.332,2019,0
267,0.239,56.0,0.733,188160,0.856,2E87kSsZd4oSfFOAXNGISJ,0.0,1,0.344,-6.071,0,51,0.224,170.014,4,0.78,2007,0
268,0.106,96.5,0.585,260640,0.421,0Gi17qCJh9e9RJxLaYkm9l,9.54e-06,7,0.14,-9.593,1,9,0.0707,132.986,3,0.24,2015,0
269,0.0628,69.0,0.536,310333,0.844,3MrRksHupTVEQ7YbA0FsZK,0.00084,6,0.0608,-6.918,0,76,0.058,117.652,4,0.185,1986,0
270,0.0482,77.0,0.582,196863,0.936,3YNkyMBmgxqqyVypQPweIS,9.13e-06,2,0.341,-3.427,1,59,0.0382,102.019,4,0.372,2019,0
271,0.77,77.5,0.725,187805,0.373,1WMn91p7f5XC7nOeddClml,0.0,6,0.111,-6.498,0,65,0.0395,80.035,4,0.342,2019,0
272,0.00171,34.0,0.493,280000,0.917,3o8qZKigfY6WeEcHADAs3P,9.44e-05,0,0.13,-6.482,0,35,0.129,110.054,4,0.0373,2019,0
273,0.943,79.0,0.375,336613,0.304,4fbvXwMTXPWaFyaMWUm9CR,0.303,1,0.126,-14.52,1,71,0.0302,147.989,4,0.147,2011,0
274,0.75,40.0,0.484,316746,0.0231,49vQNdC75cHdQ6JLsxGKPJ,0.853,0,0.0913,-28.641,0,51,0.0423,117.583,1,0.347,2017,0
275,1.25e-05,49.0,0.553,184363,0.862,2lU7wi6V6RpYKYdelZqms6,0.3,5,0.1,-7.952,0,47,0.056,110.047,4,0.191,2019,0
276,0.0542,88.0,0.763,302346,0.516,5zrZHMklhOXABpnBl0EMBN,0.000689,3,0.162,-9.267,1,6,0.115,93.5,4,0.363,2011,0
277,0.223,92.0,0.731,199593,0.58,2IO7yf562c1zLzpanal1DT,0.0,10,0.129,-7.328,0,75,0.0399,119.997,4,0.319,2015,0
278,0.0582,55.0,0.865,205120,0.844,0RZXNlGPvfMo54fd6uCvAT,0.0,8,0.373,-4.946,1,61,0.311,150.09,4,0.755,2004,0
279,0.367,47.0,0.621,225373,0.4,7EIQp9sfTNlf26Df6kHaMg,0.0395,2,0.0692,-9.383,0,16,0.0506,171.89,4,0.557,2019,0
280,0.016,49.5,0.742,251612,0.864,3zRzp4WWIIpFuGcFaVMRZZ,0.0648,1,0.0466,-6.009,1,10,0.0651,123.992,4,0.366,2015,0
281,0.994,46.0,0.544,177196,0.0221,2CqYEUz87EmtXLpu5QhjrQ,0.921,7,0.106,-21.88,0,59,0.0442,70.795,3,0.352,2017,0
282,0.00148,45.0,0.978,387493,0.691,3Xv5C02Wxlek0dmrYAM5A8,7.99e-05,6,0.28,-5.787,1,55,0.218,122.026,4,0.482,2004,0
283,0.0829,43.0,0.935,65454,0.623,6o7yykxavf5uvzP8hWfkFj,0.0,1,0.104,-6.587,1,43,0.208,109.934,4,0.325,2011,0
284,0.993,77.0,0.586,250893,0.0204,79QLJF7s9rE7M5QX5vtixF,0.961,2,0.084,-35.79,0,58,0.0374,131.971,3,0.132,2019,0
285,0.00956,62.0,0.43,387706,0.814,0Nqdv0Zu3A33BhEpPwfaIk,0.151,3,0.0962,-5.079,1,2,0.0511,130.973,4,0.711,2019,0
286,0.437,74.0,0.677,146160,0.693,28wGX1hoLCRbBZbEqITvE3,0.0,11,0.405,-7.561,0,25,0.0343,130.013,4,0.755,2001,0
287,0.208,74.5,0.84,245133,0.706,4hrae8atte6cRlSC9a7VCO,0.0,5,0.241,-6.104,0,73,0.2,96.673,4,0.839,2001,0
288,0.0293,80.0,0.645,225560,0.904,0yD66650JxhqKbW76C2qCo,0.0,2,0.0834,-4.532,1,73,0.0462,105.97,4,0.671,2011,0
289,0.0387,91.0,0.673,221840,0.695,6ScJMrlpiLfZUGtWp4QIVt,0.00206,6,0.194,-8.636,0,75,0.278,151.468,4,0.774,2008,0
290,0.935,40.0,0.459,433786,0.204,1zowWjoCroDC3WZYxbrlNQ,0.905,3,0.0969,-16.941,0,53,0.0365,108.573,3,0.1,2017,0
291,0.222,83.0,0.765,198293,0.356,3pXF1nA74528Edde4of9CC,0.0,11,0.0963,-5.556,0,82,0.196,97.001,4,0.19,2015,0
292,0.201,92.0,0.732,199593,0.605,3zE7ATRpfliDluoedEUSQr,0.0,10,0.129,-7.307,0,4,0.0401,120.013,4,0.26,2015,0
293,0.29,84.5,0.678,247546,0.438,1opARDDYaOeE1QUdwXmBGu,0.0,9,0.0838,-8.847,0,77,0.0577,81.498,4,0.501,2019,0
294,0.929,64.0,0.579,219093,0.415,4JKHACLkotsxdKNF9vJYOS,0.0018,7,0.671,-11.599,1,25,0.0397,102.713,4,0.42,2013,0
295,0.00417,66.0,0.523,186279,0.914,3GqG5MAZomVJu7du7Tgolw,0.0,11,0.312,-4.942,0,49,0.0711,113.015,4,0.418,2018,0
296,0.101,63.0,0.608,211160,0.768,7b4yGtR0rujvLi5EBfKKJ2,1.41e-06,1,0.0942,-9.911,1,68,0.0364,132.699,4,0.748,1986,0
297,0.237,60.0,0.737,253106,0.93,2df5QsXucx4VLiHNGusXD5,1.57e-06,1,0.0911,-6.083,1,63,0.0534,103.191,4,0.965,2001,0
298,0.989,68.0,0.537,187071,0.0108,0PNaOSs0FmEld1Cu1oczCT,0.883,1,0.105,-29.591,0,0,0.0443,140.034,4,0.257,2019,0
299,0.000102,42.0,0.446,150190,0.95,26gPtD8NNxHinUVG8y0krO,0.0,11,0.265,-4.499,0,15,0.0817,135.936,4,0.742,2019,0
300,0.101,71.0,0.843,148066,0.67,0jxWlzadnSzb9f49f9jxfz,0.0,9,0.325,-5.622,1,43,0.0597,119.514,4,0.961,2012,0
301,1.19e-05,46.0,0.337,226500,0.98,6RZ8XyeLf77Qiby52iXW8b,0.0,10,0.282,-4.82,0,49,0.14,194.986,4,0.294,2019,0
302,0.872,58.0,0.628,293666,0.511,5xJWvI6Fn1WsHBuEWC15n1,0.00628,5,0.132,-12.458,1,2,0.0338,94.002,4,0.318,2019,0
303,0.623,42.5,0.47,394920,0.156,6f6OQJv9qjqyJq9NHin45n,0.187,2,0.104,-17.036,1,54,0.0399,118.176,4,0.059,2011,0
304,0.0577,69.0,0.698,198466,0.844,1OXfWI3FQMdsKKC6lkvzSx,1.69e-05,7,0.105,-4.549,0,8,0.067,126.937,4,0.446,2011,0
305,0.929,42.0,0.445,304293,0.144,0XXHKJqxoDfr5dzmqFlTVO,0.664,1,0.164,-17.051,1,16,0.0367,138.898,5,0.206,2018,0
306,1.03e-05,71.0,0.48,167872,0.913,0WqNI4pN93epyGavKOHqgj,2.28e-05,8,0.116,-4.788,1,60,0.0803,129.981,4,0.262,2019,0
307,0.746,71.0,0.5,185200,0.292,1almCHdsfikRPfVB9VrEdT,0.0,0,0.188,-8.554,1,81,0.0323,145.879,4,0.37,2014,0
308,0.237,71.0,0.92,286906,0.553,7gihksIHhs6nw5tYlI6UEq,0.0,6,0.0767,-5.068,1,51,0.189,112.021,5,0.947,2008,0
309,0.00462,54.0,0.324,182280,0.856,2DQ7V0O22CG2xIQ7WPAocr,0.0,0,0.144,-5.112,0,51,0.127,167.153,4,0.125,2018,0
310,0.000643,25.0,0.18,300589,0.949,7lFKqNTLL7WbtPR4Y0uMD9,0.0197,7,0.328,-4.003,1,0,0.0627,101.451,4,0.219,2019,0
311,0.00728,95.0,0.625,311866,0.726,6C7RJEIUDqKkJRZVWdkfkH,0.0,10,0.318,-7.731,0,17,0.155,103.98,4,0.483,2007,0
312,0.935,47.0,0.695,167404,0.104,63N91kY6kRA9AEkRat9li0,0.0158,8,0.0984,-15.329,1,17,0.0411,119.91,4,0.279,2015,0
313,0.928,42.0,0.381,500506,0.129,5bjV2B1rH2gkdtJ4qr0qQy,0.838,8,0.124,-22.215,1,54,0.0307,105.33,3,0.14,2014,0
314,0.925,34.0,0.176,332000,0.0836,60v1yVEXdS3Yk4BVQ85tgK,6.23e-05,10,0.201,-20.865,1,4,0.0481,71.842,1,0.0366,2019,0
315,0.0634,60.5,0.402,239146,0.391,0HU5JnVaKNTWf6GykV9Zn8,0.0,10,0.296,-16.112,1,66,0.0406,83.789,4,0.568,1994,0
316,0.96,61.0,0.385,327306,0.1,211rvuRnkIpzd5lJNi0LBK,0.198,2,0.11,-13.827,1,61,0.043,54.041,4,0.199,2019,0
317,0.000735,45.0,0.414,270293,0.993,7wkkqyXLQIXfIzHjgYPEHB,0.000207,5,0.142,-3.785,1,4,0.224,177.039,4,0.198,2019,0
318,0.0384,74.0,0.72,175426,0.791,2Dz8KeCYs9awlwUJStJlmh,0.0,1,0.157,-4.689,1,53,0.124,102.071,4,0.756,2014,0
319,0.993,66.0,0.366,254000,0.00363,1L4NadMj3Jj7YgGaikyhfr,0.922,1,0.137,-36.759,1,59,0.035,69.378,3,0.0852,1992,0
320,0.352,79.0,0.806,195213,0.783,7k51pIqTGEHHZOnpI11Qq2,0.0,5,0.14,-3.115,1,67,0.097,128.026,4,0.593,2019,0
321,0.0545,33.0,0.487,224866,0.75,4sNLmZkCompS2H3LwzYrng,0.0419,11,0.0802,-6.886,1,18,0.0499,117.932,4,0.404,2015,0
322,0.717,40.0,0.423,335333,0.158,0cZuS1VcwpKi5BxP4ESDaj,0.0075,0,0.0975,-15.59,0,12,0.0346,106.974,4,0.185,1997,0
323,0.335,74.5,0.688,249770,0.491,54Sc7mZQ1RM03STpk4SfaA,0.0,5,0.0914,-7.494,1,69,0.269,79.011,4,0.737,2015,0
324,0.748,84.0,0.39,266920,0.384,2BnjU9TqIovk0IQ7jJaA4z,0.0,9,0.08,-7.252,1,68,0.039,96.132,4,0.154,2015,0
325,0.000889,48.0,0.459,308173,0.938,7heLNmeoRu3f08qKTUqO9m,0.00671,7,0.25,-5.41,1,42,0.0948,198.056,4,0.11,2019,0
326,0.389,86.0,0.746,262520,0.538,6mzaCRuLTRiz1caGOum3zT,0.0,10,0.139,-6.479,1,68,0.32,101.018,4,0.516,2015,0
327,0.258,87.5,0.752,192045,0.686,24j5btI82IYNNqXWSnSIGA,0.0,1,0.129,-5.249,1,26,0.0406,91.017,4,0.52,2015,0
328,0.973,54.0,0.478,388040,0.0757,0Uu93Y0BiC2h01Al6QpvWY,0.939,5,0.108,-20.847,1,12,0.0505,76.952,4,0.233,2016,0
