Unnamed: 0,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
2,4fwOJjucGyAIIAMgl5heL1,0.0005809999999999999,0.574,193905,0.857,2.81e-06,6,0.0716,-3.699,1,0.0779,138.144,4,0.54,45,42.0,2019,0
6,4t2oHD86J1SzsoNCtS1OgB,0.0836,0.6970000000000001,257913,0.51,0.0,7,0.112,-7.923999999999999,0,0.0409,130.005,4,0.121,47,55.0,2019,0
7,3IqHzcXy7IsYYND6lKwPAi,0.00039,0.354,207986,0.942,6.36e-06,7,0.431,-3.245,1,0.237,119.992,4,0.242,8,77.0,2018,0
14,42q9VqB8ooQE5yn3mup3h8,0.892,0.487,314763,0.12,0.853,10,0.0996,-20.964,1,0.04,56.822,4,0.131,53,40.0,2018,0
17,1XrEY8nz2P4L9rVoq9MdXs,0.987,0.34700000000000003,228403,0.151,0.958,1,0.13,-13.445,1,0.0321,70.602,4,0.087,52,39.0,2018,0
21,76V5fM0JeTLO7LNIRiCtzr,0.00625,0.67,392720,0.69,0.189,9,0.112,-7.153,1,0.0287,92.985,4,0.674,39,45.6666666666667,2019,0
24,1sQBPGypjSgEgJZvD8u8ty,0.259,0.397,292884,0.507,0.0447,11,0.142,-9.026,1,0.0605,74.737,4,0.363,69,64.0,2019,0
26,2Ife34IbdJdFOA72CwCBhT,0.00015900000000000002,0.446,209700,0.951,0.013,10,0.28600000000000003,-8.165,1,0.0887,99.977,4,0.188,35,29.0,2019,0
27,6S5dMjMifQYmyTu1mX4f8P,0.0319,0.73,127028,0.38,4.93e-05,11,0.12,-8.558,0,0.0988,114.973,4,0.32299999999999995,76,83.0,2019,0
31,2B7UWqNqKgPVGQQ6FXn2PP,0.14800000000000002,0.7340000000000001,206946,0.511,0.0,0,0.29,-4.905,0,0.0592,124.995,4,0.727,73,76.5,2019,0
32,5jlLBqK31dOqXECKn3jlMX,0.0546,0.784,225036,0.416,2.1600000000000007e-05,7,0.112,-9.231,1,0.102,147.994,4,0.259,70,89.0,2019,0
33,5Cl9GDb0AyQnppRr6q7ldb,0.000954,0.526,200310,0.903,8.4e-05,2,0.111,-4.59,0,0.0444,144.017,4,0.45,59,63.0,2018,0
35,0jx10sJgrjmXhDI14fBI79,0.7829999999999999,0.608,207306,0.458,0.0485,8,0.125,-9.11,1,0.0456,156.088,4,0.3,39,47.0,2019,0
37,1wTGAYKtiXqvv3Ygk4AH51,0.0352,0.622,194280,0.7340000000000001,5.23e-05,3,0.211,-6.666,1,0.0362,115.807,4,0.8690000000000001,33,45.0,2019,0
42,1av0mpB1cI5Jl7FYSkZ6my,0.000204,0.397,248785,0.986,5.09e-05,1,0.331,-5.234,1,0.158,139.856,4,0.128,1,34.0,2019,0
43,29MB2RRm3ZAITHKDLc455C,0.0672,0.399,215293,0.562,0.701,2,0.0818,-10.836,1,0.0436,173.079,4,0.421,38,37.0,2019,0
47,6KbuhVL2TmxnBrrbJD4qXv,0.0678,0.753,249160,0.353,0.000587,6,0.0917,-10.935,0,0.0428,132.0,4,0.237,56,61.5,2019,0
50,4dMkVSiMt14svAqUlwMVuQ,0.00103,0.466,198144,0.954,2.94e-06,7,0.111,-5.077,1,0.333,198.049,4,0.325,53,50.0,2018,0
53,0Bx6ypXYU7E5Bvj1UQ86yh,3.46e-05,0.195,369290,0.973,7.900000000000001e-05,4,0.397,-8.007,1,0.105,100.355,4,0.0756,8,26.0,2019,0
54,4x52RNeFWZbcbWqt4tZCPI,0.00727,0.833,124865,0.745,0.0,1,0.0793,-7.859,1,0.19,100.031,4,0.599,53,59.0,2019,0
57,0UbDZyDh0QIgYpe2492mgi,0.194,0.483,240053,0.958,0.000123,0,0.0787,-4.751,1,0.229,146.488,4,0.8079999999999999,38,46.0,2019,0
58,4CMrdHWqic0usIZfTrKoI3,0.195,0.799,186586,0.301,0.0,7,0.0816,-11.361,1,0.185,100.026,4,0.511,80,83.0,2019,0
60,3slnbimQR8Gt8XMWhFw7L3,0.223,0.557,262346,0.933,0.00772,4,0.107,-4.871,0,0.0499,110.843,4,0.648,33,28.0,2019,0
63,6xQObuonHYg7NbuHngLlcg,0.0712,0.511,199622,0.556,0.0,0,0.0408,-6.4289999999999985,0,0.052000000000000005,92.393,4,0.404,57,72.5,2019,0
67,4Ffuaxb2asbct53VLeNNUM,0.988,0.418,221120,0.0184,0.931,1,0.0938,-27.007,0,0.0638,81.29,4,0.35,0,7.5,2019,0
69,2jXHoVTEIMadPXEImyvzmu,0.994,0.212,103826,0.247,0.805,3,0.126,-15.86,1,0.0348,150.865,3,0.0738,0,28.0,2019,0
73,03k3pTFdvFcZIyt6WgNIL4,0.909,0.35600000000000004,306111,0.21600000000000005,0.877,1,0.101,-21.862,0,0.0391,105.092,4,0.109,54,41.0,2019,0
75,3QmT40QBlxr4n5AxhOSxkf,0.0016300000000000002,0.28300000000000003,481125,0.944,0.234,11,0.101,-7.202000000000001,0,0.18,147.989,4,0.0681,6,44.0,2019,0
77,2G2WsFEP8lqYr8vg1mPtyI,0.00124,0.607,181270,0.962,5.26e-06,1,0.139,-3.072,1,0.0575,120.055,4,0.795,47,41.0,2019,0
83,0revN4noqfEwuc8Vzn73kq,0.306,0.726,196533,0.693,0.0,9,0.12,-5.617000000000001,0,0.355,99.19,4,0.536,56,64.0,2019,0
90,1oXyi0HbT4C7ZUYRBSxFIt,0.989,0.374,53620,0.365,0.7659999999999999,9,0.135,-20.056,0,0.0423,88.874,5,0.224,0,59.5,2019,0
93,07IBaCvg4ommhmahLRHLT5,0.104,0.754,262925,0.359,4.71e-05,3,0.22,-7.732,1,0.0635,113.97,4,0.468,61,66.0,2019,0
94,7KcpmtSof6pkzDKRjn8MTm,2.34e-06,0.307,135721,0.992,0.7509999999999999,1,0.0634,-6.152,0,0.0813,169.921,4,0.337,31,44.0,2019,0
99,57yI1u6t6cFXbjgjQcRHug,8.63e-05,0.512,227266,0.952,4.16e-05,9,0.0544,-3.285,0,0.16699999999999998,122.988,4,0.17,72,77.0,2019,0
101,3EZM1AZWfkiSEkLecEe3UP,6.96e-05,0.297,256038,0.968,3.08e-05,6,0.238,-7.659,1,0.151,130.056,4,0.244,37,24.0,2019,0
102,2seZ8ZHnD5RQBkhT8RsBZu,0.974,0.474,377320,0.112,0.873,0,0.112,-17.762,1,0.0297,106.514,4,0.116,54,44.0,2018,0
103,0MoGkelRvi3gxZy6kuYHLq,0.438,0.665,255455,0.506,9.8e-06,8,0.104,-10.872,0,0.0462,132.032,4,0.21600000000000005,62,80.5,2019,0
104,14EXZEog1hW97d6yz8ejih,0.000505,0.311,251512,0.959,0.00012,6,0.328,-5.104,0,0.107,149.406,3,0.336,59,51.0,2019,0
105,5KVm5VkfweimhXkvFbR4YB,0.244,0.728,183493,0.628,4.370000000000001e-05,5,0.0706,-8.04,1,0.0299,101.502,4,0.7090000000000001,3,68.0,2019,0
108,0eSQFIK9NhX4740w0v0SCj,0.00336,0.343,259720,0.901,8.72e-06,7,0.258,-4.298,1,0.0444,174.134,4,0.6679999999999999,2,62.0,2019,0
110,2w2XmZLVvSSb30Dkkfeq2X,0.32,0.604,177056,0.328,5.44e-05,11,0.118,-9.478,1,0.212,68.718,4,0.338,63,71.0,2019,0
111,64kDGEpOWlkv2l6x4TVNOs,0.0108,0.528,187371,0.861,0.0,2,0.268,-4.309,1,0.0518,95.02,4,0.591,50,66.0,2018,0
113,4FQmCfwrpyVigjhbPpZsOo,0.00298,0.598,273893,0.6829999999999999,0.0252,6,0.305,-7.747999999999998,0,0.0419,116.923,3,0.591,35,33.5,2019,0
114,5I9JpRapHDULuFxOqkjP5m,0.0388,0.39,202000,0.472,0.0,10,0.111,-6.154,1,0.0357,119.548,4,0.163,67,93.0,2019,0
119,36vGWsPoTnPTRDthSBFsIh,0.703,0.266,217978,0.483,0.0,6,0.118,-4.686,0,0.0316,195.93400000000003,3,0.478,56,63.0,2019,0
