Unnamed: 0,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
120,6wHZbjc6EiEL2guFMKuyCZ,0.000282,0.401,331666,0.99,0.792,3,0.0881,-6.831,1,0.125,145.995,4,0.0299,10,41.0,2019,0
121,4NAhOoe6Tp5SU4z0r7Nygx,0.913,0.389,528946,0.16899999999999998,0.0781,10,0.114,-14.333,1,0.0453,77.79,3,0.18600000000000005,59,54.0,2019,0
126,0hTQrLYFYI6Eth78YTDNpO,0.994,0.315,196560,0.0553,0.892,11,0.156,-29.237,1,0.0503,92.608,3,0.268,0,29.5,2019,0
130,4FFoe2nBCMFaUxK1o27jP0,0.00919,0.326,257773,0.774,0.0009789999999999998,0,0.0816,-5.757999999999999,1,0.0376,153.66299999999995,3,0.416,32,45.0,2019,0
133,72ifQVuWpUuPfAskmKXB9F,0.747,0.6559999999999999,183240,0.284,3.77e-06,0,0.13,-8.192,0,0.0541,70.055,4,0.5,37,45.0,2019,0
134,3kOEOG3Du6XtJmSkB7pGaZ,0.00134,0.5870000000000001,191252,0.871,0.0,5,0.266,-3.695,1,0.0376,97.013,4,0.669,58,69.0,2019,0
137,51utzcuw1SxGYh92nmbFrm,0.648,0.778,186109,0.691,1.94e-05,9,0.124,-6.098,1,0.35100000000000003,123.905,4,0.41,29,58.0,2019,0
140,0glr1BX8Zy81l4HvLpmozl,0.963,0.515,379533,0.0283,0.927,9,0.0906,-28.954,1,0.0402,100.598,4,0.0886,19,50.0,2018,0
141,0LAtAbJkimOc9aV9CRTrZy,0.994,0.317,583093,0.035,0.898,8,0.0755,-25.061,1,0.0384,133.959,4,0.0483,7,67.0,2019,0
142,3bv4j1lmo6yVChahz9crt3,0.845,0.394,608186,0.25,0.93,0,0.127,-16.804000000000002,0,0.0327,115.451,4,0.0903,57,44.0,2019,0
146,13yUPnv0lTvnK1XEdvyp2A,0.00241,0.403,443187,0.956,1.6899999999999994e-05,11,0.23,-5.335,0,0.0752,147.06799999999996,3,0.29100000000000004,1,25.0,2019,0
149,1y0FhVFVZ2eG82sn0M7H7v,0.976,0.442,436000,0.0595,0.909,5,0.102,-18.279,1,0.0328,99.034,4,0.102,55,42.0,2019,0
151,2aFsfzUuXuxDr4xo8ndfUt,1.65e-05,0.468,222733,0.8190000000000001,4.51e-06,8,0.0715,-3.855,0,0.0459,92.009,4,0.465,51,45.0,2019,0
152,4u3vSh4RPUNvZG5Ns61pZs,0.202,0.7040000000000001,173285,0.524,0.0013800000000000002,6,0.104,-9.266,0,0.0704,91.437,4,0.5489999999999999,55,52.0,2019,0
153,7GZKme55JpmLq3alBDQm11,0.00168,0.56,197640,0.7509999999999999,5.22e-05,4,0.168,-6.022,0,0.0364,93.969,4,0.177,57,74.0,2017,0
156,7cdqv6XfTVx1vhMT8Py3Yg,0.3,0.674,197462,0.415,0.0,9,0.0981,-7.403,0,0.0709,73.965,4,0.632,56,49.0,2019,0
157,0h8HuJimNAT1nbzDKWqgRr,0.615,0.0738,401332,0.226,0.847,5,0.655,-18.082,0,0.0448,79.904,3,0.037000000000000005,0,23.1875,2019,0
158,4V55s6F1gA9SsoukYCwIkN,0.0526,0.722,183628,0.92,0.0,2,0.617,-2.8080000000000003,1,0.0773,99.972,4,0.256,46,50.0,2018,0
160,2fpVvARsopfxhvNaUMwvS6,0.75,0.502,199836,0.514,0.0,1,0.145,-6.271,0,0.301,77.262,4,0.49,62,67.5,2019,0
165,14JAGLLamVp9p3EJaRYPfj,0.821,0.419,344053,0.184,0.628,0,0.0919,-21.864,1,0.0307,110.186,4,0.155,56,43.0,2019,0
166,6XRgC4KAp4upKu0v7H4tQo,0.015,0.606,177002,0.679,0.000427,2,0.234,-7.445,1,0.0321,122.012,4,0.705,59,78.0,2019,0
167,2Bs5JUVJz4BELXtCz01U3f,0.99,0.23,198946,0.0728,0.937,10,0.0967,-23.403,1,0.0413,132.251,4,0.105,53,54.0,2019,0
168,6PMikWb3yXQbrW8iaoIwQu,0.0008759999999999999,0.7809999999999999,274490,0.564,0.00014,9,0.361,-6.685,1,0.0271,114.007,4,0.809,29,37.0,2018,0
172,1GIYmwtBbPSHrqcSaukZck,0.0607,0.62,232733,0.613,0.0,0,0.117,-5.83,1,0.0795,82.43,4,0.483,79,92.5,2019,0
174,4fazzVyKIoCqzBGBlnNK26,2.55e-05,0.306,214000,0.958,0.0,6,0.421,-5.194,1,0.0667,180.07,4,0.669,33,38.0,2019,0
177,0gpuKeCH1xlcZ7fR9YWZZE,7.340000000000001e-05,0.277,331043,0.997,0.00259,2,0.301,-2.8360000000000003,1,0.185,112.06,4,0.0662,14,18.0,2019,0
179,2S9vwztrbTtQzplp0y2QBQ,0.0235,0.42,353805,0.8759999999999999,0.000146,6,0.157,-5.35,0,0.098,119.091,4,0.117,57,63.0,2019,0
182,4VpPPvQCAn0nySLC4IiLHy,0.000192,0.438,263000,0.96,0.413,1,0.146,-6.945,1,0.0795,106.041,4,0.071,27,38.0,2019,0
184,1NqH3H7CX9ffRcCc7bnKvS,0.00245,0.5539999999999999,244480,0.8909999999999999,0.0356,8,0.266,-7.215,1,0.0621,96.053,4,0.441,61,68.0,2018,0
185,6WoyghnMAvDDRbZfFbpwEo,0.00359,0.594,218054,0.959,1.34e-05,7,0.101,-4.697,1,0.0486,110.979,4,0.381,64,68.0,2017,0
187,3Cncux8bkkotn9ysOrK9bt,5.78e-06,0.33,484466,0.983,0.0541,7,0.485,-6.64,1,0.152,139.942,4,0.104,12,14.0,2019,0
189,21mmpyooSVgUCZfUdasDHY,0.000935,0.5539999999999999,198545,0.993,0.0174,2,0.263,-4.195,1,0.125,110.005,4,0.0921,32,26.0,2019,0
190,07BmM24UshepfB2PeBxu7Y,0.968,0.349,292413,0.123,0.375,1,0.275,-14.247,1,0.0333,45.646,4,0.138,55,44.0,2019,0
191,5H1H2gRlCaB0mj961DCuFT,0.177,0.826,211487,0.502,0.0,9,0.0774,-7.327000000000001,0,0.0705,136.609,4,0.924,53,43.0,2019,0
198,2YpZldkfFgYIJf1qdbmc8G,3.57e-06,0.168,329000,0.731,0.937,1,0.418,-12.012,1,0.0811,114.993,4,0.0917,29,20.0,2019,0
200,7jb001ezc2eRCVrAJ4HYNq,0.121,0.597,189717,0.713,0.0104,6,0.282,-8.087,0,0.0336,95.712,4,0.7709999999999999,6,25.0,2019,0
201,1Gv8NYJeqQNXXrYQ1c1r4e,0.755,0.6729999999999999,260521,0.353,7.58e-05,10,0.115,-7.74,0,0.0638,119.77,3,0.458,48,39.0,2019,0
202,1OuEldSyVTWRylOx46na3o,0.487,0.787,283852,0.532,0.00194,7,0.0953,-9.496,0,0.0261,98.384,4,0.789,41,35.0,2019,0
207,6qTF7EjSSecc1rip7xckgN,0.858,0.515,381050,0.184,0.18,0,0.12,-16.969,1,0.0426,122.744,3,0.218,55,42.0,2018,0
208,6Ei2gpD1MwqQGVh7DEXnqZ,8.97e-05,0.455,231400,0.951,6.91e-06,8,0.303,-4.801,1,0.0806,165.041,4,0.6809999999999999,1,47.0,2018,0
210,3tOqWMewWpnRUAWMPAcnrF,0.994,0.458,208874,0.0529,0.952,9,0.0869,-21.002,1,0.051,106.937,4,0.217,6,60.0,2019,0
211,2r3dQilQpgjPbRomN7GAvD,0.921,0.433,322080,0.217,0.7140000000000001,9,0.096,-13.799,1,0.0343,105.96,3,0.179,52,39.75,2017,0
212,76Bk0cDFzg1ljHQpY0SUqV,0.782,0.446,258226,0.188,0.117,7,0.107,-17.202,0,0.0302,107.117,4,0.098,53,46.0,2018,0
215,782CIMTujSmNFrRuAVhsqd,0.036000000000000004,0.743,135120,0.31,0.0251,2,0.183,-10.016,1,0.0554,95.993,4,0.171,69,83.0,2019,0
216,5adNkxFBgFYu3N6m8J6muG,0.92,0.326,292444,0.156,0.6759999999999999,2,0.171,-14.116,0,0.0307,75.458,4,0.159,57,55.0,2018,0
217,6TQkEzHzTtG2jO6TqPIIMc,0.000982,0.51,219200,0.943,2.19e-05,11,0.49,-3.0980000000000003,0,0.0553,93.498,4,0.557,51,42.0,2019,0
219,4BopLkm0TFvregWWVI1Qtl,0.915,0.14,198440,0.07,0.924,7,0.179,-20.513,1,0.0339,80.521,3,0.0399,0,71.0,2019,0
225,7EEaV81pUNKvqsTrEHGoQH,5.45e-05,0.466,197834,0.8640000000000001,0.0,3,0.234,-5.586,0,0.0976,138.075,4,0.481,63,61.0,2018,0
232,6Q1m1GyNxyOwZ2ud3p7XoS,0.000311,0.546,153613,0.945,0.0,1,0.7240000000000001,-4.399,1,0.0531,135.128,4,0.545,69,74.0,2019,0
235,1iG8AeszL0CUIp6ryOG1za,0.0031100000000000004,0.41,180810,0.972,3.4899999999999995e-05,8,0.631,-3.915,1,0.0831,147.969,4,0.302,2,38.0,2018,0
239,1ghvzmzpx2nnrbx7wtpMgo,0.318,0.917,165733,0.657,3.62e-06,8,0.0754,-5.716,1,0.0921,131.03,4,0.818,73,84.0,2019,0
243,6VI0fsTK866vxvlLaGgkD2,3.53e-06,0.187,484373,0.99,0.423,5,0.134,-4.654,0,0.117,134.966,4,0.0558,34,29.0,2019,0
245,5zpqkOpg31ksUdhuqJ9CQU,0.799,0.403,387450,0.307,0.124,5,0.14300000000000002,-13.425999999999998,1,0.0357,119.845,4,0.371,51,41.0,2017,0
251,4buvQTS32WxBHVL0Sip90N,0.971,0.34700000000000003,387912,0.0735,0.852,3,0.086,-21.444000000000006,1,0.0409,133.165,4,0.343,0,38.0,2019,0
252,5Ck2pBM8zZNIjIxeiEiVvy,0.93,0.36,198374,0.0823,9.62e-06,2,0.121,-9.893,1,0.038,136.40200000000002,4,0.134,62,59.0,2019,0
254,3Du6Vshku1yMicu8Vm5yOp,5.6299999999999986e-05,0.287,228389,0.942,0.198,1,0.325,-7.23,0,0.0785,102.489,4,0.34700000000000003,58,67.0,2019,0
256,40ZUYrNTx4WAWN39VkrCOW,0.862,0.524,237853,0.364,8.25e-05,4,0.117,-11.715,1,0.08199999999999999,150.077,4,0.339,54,63.0,2019,0
258,05TFja7Cz5s1xD5HMAnIEx,0.153,0.703,213535,0.705,0.0,6,0.49,-3.984,0,0.154,140.934,4,0.708,63,61.6666666666667,2019,0
260,0zFBxmGGFbVIBdg9OSpUxM,0.00111,0.5820000000000001,214093,0.843,0.0,2,0.105,-5.6179999999999986,1,0.0401,128.991,4,0.446,43,74.0,2017,0
266,1mC0kUHfD8YzjffB8K4m5n,0.125,0.314,360312,0.743,0.0,11,0.363,-6.396,1,0.115,147.209,4,0.332,5,72.0,2019,0
270,3YNkyMBmgxqqyVypQPweIS,0.0482,0.5820000000000001,196863,0.936,9.13e-06,2,0.341,-3.427,1,0.0382,102.019,4,0.3720000000000001,59,77.0,2019,0
271,1WMn91p7f5XC7nOeddClml,0.77,0.725,187805,0.373,0.0,6,0.111,-6.497999999999998,0,0.0395,80.035,4,0.342,65,77.5,2019,0
272,3o8qZKigfY6WeEcHADAs3P,0.00171,0.493,280000,0.917,9.44e-05,0,0.13,-6.482,0,0.129,110.054,4,0.0373,35,34.0,2019,0
274,49vQNdC75cHdQ6JLsxGKPJ,0.75,0.484,316746,0.0231,0.853,0,0.0913,-28.641,0,0.0423,117.583,1,0.34700000000000003,51,40.0,2017,0
275,2lU7wi6V6RpYKYdelZqms6,1.25e-05,0.5529999999999999,184363,0.862,0.3,5,0.1,-7.952000000000001,0,0.056,110.047,4,0.191,47,49.0,2019,0
279,7EIQp9sfTNlf26Df6kHaMg,0.3670000000000001,0.621,225373,0.4,0.0395,2,0.0692,-9.383,0,0.0506,171.89,4,0.557,16,47.0,2019,0
281,2CqYEUz87EmtXLpu5QhjrQ,0.994,0.544,177196,0.0221,0.921,7,0.106,-21.88,0,0.0442,70.795,3,0.35200000000000004,59,46.0,2017,0
284,79QLJF7s9rE7M5QX5vtixF,0.993,0.586,250893,0.0204,0.961,2,0.084,-35.79,0,0.0374,131.971,3,0.132,58,77.0,2019,0
285,0Nqdv0Zu3A33BhEpPwfaIk,0.00956,0.43,387706,0.8140000000000001,0.151,3,0.0962,-5.079,1,0.0511,130.97299999999998,4,0.711,2,62.0,2019,0
290,1zowWjoCroDC3WZYxbrlNQ,0.935,0.459,433786,0.204,0.905,3,0.0969,-16.941,0,0.0365,108.573,3,0.1,53,40.0,2017,0
293,1opARDDYaOeE1QUdwXmBGu,0.29,0.6779999999999999,247546,0.438,0.0,9,0.0838,-8.847000000000003,0,0.0577,81.498,4,0.501,77,84.5,2019,0
295,3GqG5MAZomVJu7du7Tgolw,0.00417,0.523,186279,0.914,0.0,11,0.312,-4.942,0,0.0711,113.015,4,0.418,49,66.0,2018,0
298,0PNaOSs0FmEld1Cu1oczCT,0.989,0.537,187071,0.0108,0.883,1,0.105,-29.591,0,0.0443,140.034,4,0.257,0,68.0,2019,0
299,26gPtD8NNxHinUVG8y0krO,0.000102,0.446,150190,0.95,0.0,11,0.265,-4.499,0,0.0817,135.936,4,0.742,15,42.0,2019,0
301,6RZ8XyeLf77Qiby52iXW8b,1.19e-05,0.337,226500,0.98,0.0,10,0.282,-4.82,0,0.14,194.986,4,0.294,49,46.0,2019,0
302,5xJWvI6Fn1WsHBuEWC15n1,0.872,0.628,293666,0.511,0.00628,5,0.132,-12.458,1,0.0338,94.002,4,0.318,2,58.0,2019,0
305,0XXHKJqxoDfr5dzmqFlTVO,0.929,0.445,304293,0.14400000000000002,0.664,1,0.16399999999999998,-17.051,1,0.0367,138.898,5,0.206,16,42.0,2018,0
306,0WqNI4pN93epyGavKOHqgj,1.03e-05,0.48,167872,0.913,2.28e-05,8,0.116,-4.788,1,0.0803,129.981,4,0.262,60,71.0,2019,0
309,2DQ7V0O22CG2xIQ7WPAocr,0.00462,0.324,182280,0.856,0.0,0,0.14400000000000002,-5.112,0,0.127,167.153,4,0.125,51,54.0,2018,0
310,7lFKqNTLL7WbtPR4Y0uMD9,0.000643,0.18,300589,0.949,0.0197,7,0.328,-4.003,1,0.0627,101.451,4,0.219,0,25.0,2019,0
314,60v1yVEXdS3Yk4BVQ85tgK,0.925,0.17600000000000002,332000,0.0836,6.23e-05,10,0.201,-20.865,1,0.0481,71.842,1,0.0366,4,34.0,2019,0
316,211rvuRnkIpzd5lJNi0LBK,0.96,0.385,327306,0.1,0.198,2,0.11,-13.827,1,0.043,54.041,4,0.199,61,61.0,2019,0
317,7wkkqyXLQIXfIzHjgYPEHB,0.000735,0.414,270293,0.993,0.000207,5,0.142,-3.785,1,0.224,177.03900000000004,4,0.198,4,45.0,2019,0
320,7k51pIqTGEHHZOnpI11Qq2,0.35200000000000004,0.8059999999999999,195213,0.7829999999999999,0.0,5,0.14,-3.115,1,0.097,128.026,4,0.593,67,79.0,2019,0
325,7heLNmeoRu3f08qKTUqO9m,0.000889,0.459,308173,0.938,0.00671,7,0.25,-5.41,1,0.0948,198.056,4,0.11,42,48.0,2019,0
328,0Uu93Y0BiC2h01Al6QpvWY,0.973,0.478,388040,0.0757,0.939,5,0.108,-20.847,1,0.0505,76.952,4,0.233,12,54.0,2016,0
336,3SHauocJxTUGDFhcgPA1v1,0.0879,0.7759999999999999,187653,0.601,0.000305,11,0.353,-6.041,0,0.0487,82.48100000000002,4,0.416,55,73.0,2018,0
337,6lI60Z5UEtARdwQfdBYjuD,0.000181,0.539,180554,0.949,2.3800000000000006e-05,5,0.746,-4.23,0,0.0711,103.448,4,0.747,59,60.0,2016,0
340,7mI7673zp16u3bDHqIe3vD,0.00206,0.528,228626,0.785,0.907,6,0.105,-6.75,1,0.0285,89.992,4,0.329,34,21.0,2019,0
341,0Odu228D0yGcFySGuxU4rY,0.0511,0.464,221492,0.547,0.0,7,0.155,-8.137,0,0.339,67.003,4,0.423,77,90.5,2019,0
342,43DC4xda0mFek23gGgMUz2,0.297,0.845,157253,0.667,1.44e-06,3,0.152,-5.542999999999998,0,0.0799,92.979,4,0.929,64,73.0,2019,0
343,6B0ZlLf0p2s1Lwt3ivAXKy,0.996,0.398,142333,0.00209,0.955,0,0.0813,-39.959,1,0.0444,71.461,4,0.0971,64,62.0,2019,0
344,7hUhxfXJhLs6J9xJGT6zZz,0.000162,0.477,158333,0.97,0.0,7,0.265,-3.1660000000000004,1,0.0602,92.42,4,0.306,41,45.0,2019,0
345,2wOlZrHUpRP9hQbqbV9Ae5,0.978,0.401,672520,0.0236,0.579,6,0.102,-18.749,0,0.035,110.519,4,0.163,59,55.0,2019,0
347,4ykPECFhKjcurBtz5vLUXx,0.000502,0.513,229395,0.985,0.0071,1,0.405,-2.272,1,0.254,107.623,4,0.185,37,46.0,2019,0
350,5LpLw3R6TDlvmOIsgeCNjy,0.586,0.657,205308,0.455,1.87e-05,5,0.18,-10.586,1,0.0667,129.94299999999998,4,0.488,62,65.5,2019,0
351,6QP8v8hQmiFKvPgnaflQbB,0.743,0.6809999999999999,176373,0.599,2.12e-05,9,0.13,-6.398,0,0.0583,122.144,4,0.591,36,60.0,2019,0
353,6RT2boG8dbLXpgnSXQx1LY,4.99e-05,0.403,214493,0.96,0.0268,4,0.155,-2.708,0,0.0996,184.266,4,0.541,54,55.0,2019,0
355,7IZRtCwdcpJuXLDS6ZTbQJ,0.97,0.369,237626,0.198,0.93,4,0.109,-16.387999999999998,0,0.0483,126.2,4,0.047,60,62.0,2019,0
358,6escBA2tVhUpcc2M5YmtVk,0.95,0.3670000000000001,267358,0.116,0.8320000000000001,5,0.104,-21.437,1,0.0336,134.488,4,0.188,54,43.0,2019,0
365,6pEps4ExHoTIcWky6Hg5eN,0.466,0.52,169564,0.7490000000000001,1.56e-05,5,0.0744,-3.21,0,0.054000000000000006,96.589,4,0.5870000000000001,2,42.0,2019,0
366,1Kez08abn4yr3T7hbCeW3i,0.8,0.343,505031,0.307,0.467,1,0.664,-14.526,1,0.0521,78.165,4,0.18600000000000005,13,40.0,2017,0
368,0xiG8TuljlR1h30lm0cK1a,0.902,0.3720000000000001,189109,0.153,0.934,0,0.113,-15.637,0,0.0413,102.262,3,0.0652,1,39.0,2019,0
370,1Hig5qOTDmX4Erqpmk54xq,4.32e-06,0.439,178244,0.958,2.41e-06,9,0.0641,-4.2360000000000015,0,0.0953,90.036,4,0.254,59,61.0,2018,0
373,3lWwsRSWeSTXUBTJeuRPPg,0.0255,0.634,217451,0.779,0.00103,9,0.342,-6.607,1,0.0361,82.00299999999999,4,0.562,56,53.0,2018,0
377,6jwumZzIT95nYQAl6I6rM1,0.915,0.199,539240,0.27,0.8590000000000001,0,0.154,-11.029000000000002,1,0.036000000000000004,125.003,4,0.0459,1,28.571428571428598,2019,0
378,4D5BlpjxKizIVhc81nmyUR,5.89e-06,0.45,242693,0.994,0.184,11,0.273,-5.21,1,0.17800000000000002,154.993,4,0.115,24,32.0,2019,0
379,2j0G1GvvNUTN7ThKN6Jj4y,0.32,0.779,306289,0.58,0.0167,4,0.0709,-7.569,0,0.0378,104.682,4,0.93,35,44.0,2019,0
381,1UfBdq3YOUTJjZluZu54wB,7.89e-06,0.174,252194,0.936,0.877,2,0.0989,-8.234,1,0.0982,127.609,3,0.0811,8,21.0,2019,0
384,4oMHX1w7LEbhIwz9YTosEa,0.000164,0.505,255496,0.94,1.13e-06,1,0.495,-3.707,0,0.0459,97.499,4,0.382,0,52.0,2019,0
386,0qoqi6P5BPvpOTN4nE9ev6,3.4899999999999995e-05,0.46,196833,0.823,0.00165,1,0.35600000000000004,-4.3439999999999985,0,0.0434,134.997,4,0.43,49,55.0,2019,0
389,0wh9lyAm58get1TI9OIYg3,0.993,0.153,251906,0.0603,0.977,4,0.127,-24.951,1,0.0386,139.153,4,0.0374,5,62.0,2019,0
390,5LbXnDbn75IQSm5FCTANHd,0.189,0.541,209578,0.55,0.000728,5,0.11,-8.051,0,0.0949,155.767,4,0.253,64,59.0,2019,0
392,4Ht6KPgAed925B8ro4VpUU,4.3e-05,0.387,214318,0.991,0.00245,10,0.0915,-2.874,0,0.0763,177.97,4,0.28800000000000003,14,36.0,2019,0
394,7kdZlgkWHnivQNSGe6AsTa,0.967,0.445,119890,0.21600000000000005,0.914,8,0.149,-14.707,1,0.0503,109.969,3,0.237,52,39.6666666666667,2018,0
396,0YZEYxd1oiqZRFhnnmTKKi,5.08e-05,0.39,205394,0.939,0.0,4,0.0968,-3.828,0,0.0787,161.997,4,0.495,64,69.0,2019,0
398,39ZkoZpmocNi2LphHScfqm,0.00022200000000000006,0.466,185680,0.929,0.0,11,0.34,-5.91,0,0.0755,90.025,4,0.302,42,45.0,2019,0
399,49e8jyxGYok1DJRLqOlg4T,0.966,0.578,242066,0.0801,0.539,8,0.106,-20.314,1,0.0501,105.706,4,0.0747,52,46.0,2017,0
404,0O5WAeW9fQb0E1sKUi5QZt,0.000136,0.393,224866,0.953,0.0,6,0.861,-3.492,1,0.16899999999999998,176.938,4,0.634,53,56.0,2017,0
407,4TgpMwyBwhJvQlcMu9Nkyc,0.000334,0.477,211232,0.969,0.0,3,0.0984,-5.433,0,0.047,146.0,4,0.52,10,44.0,2019,0
408,3dtrI8OOHWxMyg6EHNecdt,0.885,0.454,255106,0.084,0.936,0,0.0958,-18.621,1,0.0293,87.816,4,0.0828,51,49.0,2016,0
409,1Rx7TVIX8t9pZFJdLq0vvY,0.934,0.386,474786,0.0481,0.852,2,0.101,-25.336,0,0.04,148.305,3,0.0714,57,50.0,2017,0
410,3jWnfv5QqiNCMaGUcLqGjo,0.826,0.685,185640,0.481,1.63e-05,0,0.101,-7.8439999999999985,0,0.0444,127.832,4,0.49,60,68.0,2019,0
412,1KDP9txYYtcRcVOzpFVkFn,0.104,0.626,198586,0.58,0.0050100000000000006,1,0.0598,-6.739,1,0.0353,110.858,4,0.933,37,45.0,2019,0
416,3A9IRPyGR0j4Oslz2LQGmA,0.984,0.293,368613,0.138,0.0246,6,0.173,-17.455,1,0.0486,113.932,4,0.0349,0,30.0,2019,0
420,7xI0wxBQhYMSWDhkuvbRgM,0.975,0.384,198333,0.0274,0.623,4,0.23,-26.64,0,0.0339,86.948,4,0.196,55,45.3333333333333,2016,0
422,5cUziBfFGOHrkXFE4qAgKe,6.63e-06,0.542,189746,0.988,0.0184,11,0.231,-2.535,1,0.177,127.971,4,0.219,46,42.0,2019,0
424,4dEwT3lzsASXCiIrgFUpQu,2.72e-05,0.494,205669,0.95,0.642,11,0.19,-5.528,1,0.129,115.087,4,0.15,39,51.0,2019,0
428,2m1CK247MhzvfuX3DiBo00,0.65,0.363,288360,0.38,0.0,5,0.0859,-7.778,1,0.0348,178.518,3,0.265,38,42.0,2019,0
429,4wuX1163hgvOZAiue2nXdT,0.195,0.362,227040,0.862,0.00852,7,0.16399999999999998,-5.013,1,0.0779,121.895,4,0.633,36,47.0,2019,0
432,4Htt3QaBWdLggq88rJI5MU,0.00191,0.476,226348,0.991,0.0,4,0.121,-2.855,0,0.15,82.99700000000001,4,0.202,68,81.0,2019,0
434,2beHQY7DvKp9q4vwilKKRS,0.057,0.7120000000000001,192973,0.473,0.0,6,0.182,-4.413,0,0.0693,86.965,4,0.327,72,75.5,2019,0
436,7eWi7NEsXV6LmS8UsqBeXy,0.000916,0.324,301548,0.8059999999999999,0.000155,6,0.225,-6.751,0,0.0512,154.94,4,0.334,39,28.0,2019,0
439,2E6S3NgbSG9NYwbdi6rWYB,0.677,0.579,253946,0.632,0.0,3,0.0892,-7.732,0,0.0918,120.258,3,0.76,72,79.5,2019,0
441,48xm8I1E0uNpDtn0X5rKYL,0.25,0.55,202826,0.759,0.0,4,0.16699999999999998,-8.091000000000001,1,0.0376,98.842,4,0.509,2,58.0,2019,0
443,3QAmJUlS7THV7AojNyIWLU,0.542,0.299,262396,0.415,0.0491,9,0.113,-5.7029999999999985,0,0.0297,110.786,3,0.0893,35,61.0,2019,0
445,58TwX5CF328t6qDm9sgaLb,0.833,0.5920000000000001,360353,0.231,0.911,6,0.0992,-16.445999999999998,0,0.0371,62.69300000000001,4,0.377,51,50.0,2017,0
449,2ovibjyd0xaW7HvfGvx0Qe,0.897,0.487,440513,0.259,0.778,2,0.0957,-12.390999999999998,0,0.0386,111.218,4,0.108,13,48.0,2018,0
451,08vJxMYhmZu6YTWqVmLgrA,1.52e-05,0.322,223357,0.95,9.61e-06,2,0.158,-4.553,0,0.182,199.958,4,0.263,61,55.0,2019,0
452,1wZy1qIk3qPVv33I9bALi6,9.78e-05,0.321,193653,0.949,1.1e-06,2,0.322,-3.332,1,0.0633,175.10299999999995,4,0.23,61,67.0,2018,0
458,50ma4LjaP5XDL1BsHrZ1D9,0.969,0.403,365880,0.13,0.804,2,0.125,-14.665,1,0.0374,137.726,4,0.0904,52,39.0,2018,0
459,0OV5HT4cXI78HHoYe2ioXa,0.000194,0.489,256538,0.804,0.00685,0,0.0726,-16.115,1,0.0475,126.065,4,0.337,49,55.0,2019,0
460,7qbGdYdTYZR6ZzXF2x6xvr,0.963,0.231,225170,0.0288,0.898,0,0.0909,-26.815,0,0.0411,146.155,4,0.0562,5,42.0,2019,0
466,6eKQpHfI07oX6KEJRGWDtl,0.019,0.625,217485,0.561,0.0,5,0.31,-6.653,0,0.0644,126.088,4,0.243,66,70.5,2019,0
467,4EwS5la55FNgz6r3N57A9f,0.97,0.364,217518,0.0795,0.8809999999999999,9,0.103,-24.087,0,0.0363,121.045,4,0.236,0,3.0,2019,0
468,59NDr0FWdtfgKvBiRSLaZ8,0.996,0.478,201388,0.0661,0.94,3,0.111,-25.078000000000007,1,0.0444,182.034,4,0.315,1,5.0,2019,0
470,4CH6gIAzKPnt3AHmX7p9yQ,0.00207,0.417,239186,0.974,0.0,11,0.196,-4.069,1,0.14300000000000002,160.014,4,0.5479999999999999,57,59.0,2019,0
471,2R5bAiFl7c5e0dAoWlBzWu,0.43,0.7979999999999999,162610,0.404,4.51e-05,1,0.16,-10.977,1,0.0963,114.617,3,0.521,21,59.0,2019,0
475,6UsNqIqCC9WIDdg9Xxxv84,2.14e-05,0.417,211000,0.95,0.493,1,0.305,-3.478,1,0.145,192.118,4,0.5720000000000001,50,46.0,2019,0
479,1nal3Tf1OCV53KigMZXsZ7,0.8440000000000001,0.422,262213,0.546,0.0,9,0.108,-8.155,0,0.249,74.741,4,0.385,78,84.5,2019,0
482,3Ey11v2aiX14s4wBaYbhlp,0.125,0.701,199720,0.778,0.0,2,0.0828,-5.0760000000000005,1,0.201,99.956,4,0.609,57,82.0,2019,0
485,6gq6I59uWHNtSwE1g0YUdR,0.00783,0.221,366533,0.8370000000000001,0.00427,4,0.138,-2.734,0,0.0502,157.673,3,0.586,39,39.0,2019,0
488,1mQaehT2IA8PAb6drI1RNB,0.00112,0.494,225026,0.916,4.43e-06,1,0.0996,-4.734,0,0.233,89.46799999999998,4,0.433,60,58.0,2019,0
489,11qeOjSAx3TDr4IOPXq9Js,0.92,0.418,305565,0.0872,0.898,7,0.108,-24.547,1,0.0354,148.264,3,0.14,57,46.0,2018,0
490,3odLwNmrGr91br8fhtrP1v,0.8590000000000001,0.456,243013,0.257,0.475,10,0.111,-16.877,0,0.0298,104.311,4,0.181,51,46.0,2017,0
492,29JpMS0QucYM5bUp9jgSeW,0.00155,0.0821,228367,0.984,0.000181,4,0.476,-1.237,0,0.13,185.151,3,0.274,33,39.0,2019,0
494,67HHFvLuWSwTrgILyZXmmq,0.992,0.0838,163030,0.0237,0.945,7,0.0797,-28.296,1,0.0417,80.27,4,0.0364,8,59.3333333333333,2019,0
495,1MHJIctfaDf3D1wDDctWRv,0.242,0.726,202702,0.8109999999999999,0.0,1,0.0911,-6.4529999999999985,1,0.36,147.938,4,0.777,42,36.0,2018,0
